Municipio,Valor_Tasado,Num_Tasaciones,Periodo,Trimestre,Año,Mes,Fecha,Valor_Tasado_Madrid,Valor_Tasado_España,Dif_Madrid,Dif_España,Pct_Madrid,Pct_España
San Sebastián De Los Reyes,1787.2,141,T4A2014,4,2014,12,2014-12-31,2033.4,1463.1,-246.20000000000005,324.10000000000014,-12.107799744270686,22.151595926457524
Torrejón De Ardoz,1170.8,234,T4A2014,4,2014,12,2014-12-31,2033.4,1463.1,-862.6000000000001,-292.29999999999995,-42.42155994885414,-19.97812863098899
Tres Cantos,1837.0,117,T4A2014,4,2014,12,2014-12-31,2033.4,1463.1,-196.4000000000001,373.9000000000001,-9.658699714763452,25.555327728795028
Valdemoro,1182.8,189,T4A2014,4,2014,12,2014-12-31,2033.4,1463.1,-850.6000000000001,-280.29999999999995,-41.831415363430715,-19.15795229307634
Villaviciosa De Odón,1580.9,50,T4A2014,4,2014,12,2014-12-31,2033.4,1463.1,-452.5,117.80000000000018,-22.253368742008462,8.051397717175867
Alcalá De Henares,1246.5,254,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-797.5999999999999,-211.4000000000001,-39.01961743554621,-14.500308663145622
Alcobendas,2351.9,146,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,307.8000000000002,894.0,15.057971723496898,61.321078263255366
Alcorcón,1522.2,369,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-521.8999999999999,64.29999999999995,-25.532018981458826,4.41045339186501
Aranjuez,1177.3,98,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-866.8,-280.60000000000014,-42.404970402622176,-19.246861924686197
Arganda Del Rey,1155.4,72,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-888.6999999999998,-302.5,-43.47634655838755,-20.749022566705534
Boadilla Del Monte,2020.8,102,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-23.299999999999955,562.8999999999999,-1.1398659556773105,38.61032992660676
Collado Villalba,1322.2,102,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-721.8999999999999,-135.70000000000005,-35.31627611173621,-9.307908635708895
Colmenar Viejo,1397.7,66,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-646.3999999999999,-60.200000000000045,-31.622719045056503,-4.129226970299749
Coslada,1485.0,101,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-559.0999999999999,27.09999999999991,-27.351890807690427,1.858838054736256
Fuenlabrada,1202.9,312,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-841.1999999999998,-255.0,-41.15258548994667,-17.49091158515673
Galapagar,1206.0,89,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-838.0999999999999,-251.9000000000001,-41.000929504427376,-17.278276973729344
Getafe,1345.5,262,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-698.5999999999999,-112.40000000000009,-34.1764101560589,-7.709719459496545
Leganés,1434.7,256,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-609.3999999999999,-23.200000000000045,-29.812631475955186,-1.591329995198576
Madrid,2411.0,5729,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,366.9000000000001,953.0999999999999,17.949219705493856,65.37485424240346
Majadahonda,2331.1,108,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,287.0,873.1999999999998,14.04040898194805,59.89436861238766
Móstoles,1167.2,269,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-876.8999999999999,-290.70000000000005,-42.89907538770118,-19.939639207078674
Parla,954.7,263,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-1089.3999999999999,-503.20000000000005,-53.2948485886209,-34.51539886137596
Pinto,1391.6,99,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-652.5,-66.30000000000018,-31.921138887529963,-4.547637012140759
Pozuelo De Alarcón,2489.2,156,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,445.0999999999999,1031.2999999999997,21.77486424343231,70.73873379518483
Rivas-Vaciamadrid,1500.5,104,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-543.5999999999999,42.59999999999991,-26.59361088009392,2.922011111873246
Rozas De Madrid (Las),1945.9,185,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-98.19999999999982,488.0,-4.804070250966186,33.47280334728033
San Fernando De Henares,1476.8,49,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-567.3,18.899999999999864,-27.7530453500318,1.2963852116057328
San Sebastián De Los Reyes,1733.7,142,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-310.39999999999986,275.79999999999995,-15.185167066190496,18.917621236024406
Torrejón De Ardoz,1186.9,219,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-857.1999999999998,-271.0,-41.93532606036886,-18.588380547362647
Tres Cantos,1778.7,60,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-265.39999999999986,320.79999999999995,-12.98370921187808,22.004252692228544
Valdemoro,1158.8,136,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-885.3,-299.10000000000014,-43.31001418717284,-20.51581041223679
Villaviciosa De Odón,1523.5,60,T1A2015,1,2015,3,2015-03-31,2044.1,1457.9,-520.5999999999999,65.59999999999991,-25.46842131011202,4.499622745044229
Alcalá De Henares,1298.8,275,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-779.2,-178.0,-37.49759384023099,-12.053087757313108
Alcobendas,2437.3,190,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,359.3000000000002,960.5000000000002,17.290664100096254,65.03927410617554
Alcorcón,1449.3,237,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-628.7,-27.5,-30.255052935514925,-1.8621343445287097
Aranjuez,1081.8,82,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-996.2,-395.0,-47.94032723772859,-26.74702058504875
Arganda Del Rey,1175.3,92,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-902.7,-301.5,-43.44080846968239,-20.415763813651132
Boadilla Del Monte,1999.0,208,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-79.0,522.2,-3.801732435033689,35.3602383531961
Collado Villalba,1256.1,145,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-821.9000000000001,-220.70000000000005,-39.55245428296439,-14.944474539544961
Colmenar Viejo,1488.5,87,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-589.5,11.700000000000045,-28.368623676612124,0.7922535211267734
Coslada,1441.9,106,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-636.0999999999999,-34.899999999999864,-30.611164581328197,-2.363217768147341
Fuenlabrada,1193.5,303,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-884.5,-283.29999999999995,-42.56496631376323,-19.183369447453956
Galapagar,1276.8,100,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-801.2,-200.0,-38.55630413859481,-13.542795232936077
Getafe,1378.6,242,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-699.4000000000001,-98.20000000000005,-33.65736284889317,-6.64951245937162
Leganés,1421.1,280,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-656.9000000000001,-55.700000000000045,-31.612127045235805,-3.7716684723727023
Madrid,2492.4,6619,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,414.4000000000001,1015.6000000000001,19.942252165543795,68.77031419284943
Majadahonda,2415.0,173,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,337.0,938.2,16.217516843118386,63.52925243770316
Móstoles,1175.7,320,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-902.3,-301.0999999999999,-43.421559191530314,-20.388678223185263
Parla,976.5,275,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-1101.5,-500.29999999999995,-53.00769971126083,-33.8773022751896
Pinto,1289.0,86,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-789.0,-187.79999999999995,-37.969201154956686,-12.716684723726978
Pozuelo De Alarcón,2423.2,197,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,345.1999999999998,946.3999999999999,16.612127045235802,64.08450704225352
Rivas-Vaciamadrid,1538.5,114,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-539.5,61.700000000000045,-25.96246390760346,4.177952329360779
Rozas De Madrid (Las),1993.1,264,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-84.90000000000009,516.3,-4.085659287776711,34.96072589382449
San Fernando De Henares,1438.0,58,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-640.0,-38.799999999999955,-30.798845043310873,-2.6273022751895914
San Sebastián De Los Reyes,1772.8,171,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-305.20000000000005,296.0,-14.687199230028881,20.043336944745406
Torrejón De Ardoz,1195.6,311,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-882.4000000000001,-281.20000000000005,-42.463907603464875,-19.041170097508132
Tres Cantos,1932.5,62,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-145.5,455.70000000000005,-7.001924927815207,30.857258938244847
Valdemoro,1194.4,137,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-883.5999999999999,-282.39999999999986,-42.52165543792107,-19.122426868905727
Villaviciosa De Odón,1638.2,63,T2A2015,2,2015,6,2015-06-30,2078.0,1476.8,-439.79999999999995,161.4000000000001,-21.164581328200192,10.929035752979432
Alcalá De Henares,1262.5,260,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-813.1999999999998,-213.5,-39.177145059497995,-14.464769647696475
Alcobendas,2350.0,131,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,274.3000000000002,874.0,13.21481909717206,59.214092140921416
Alcorcón,1470.8,194,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-604.8999999999999,-5.2000000000000455,-29.141976200799725,-0.3523035230352356
Aranjuez,1114.6,99,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-961.0999999999999,-361.4000000000001,-46.30245218480512,-24.48509485094852
Arganda Del Rey,1213.1,91,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-862.5999999999999,-262.9000000000001,-41.557065086476854,-17.81165311653117
Boadilla Del Monte,1990.3,141,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-85.39999999999986,514.3,-4.11427470250999,34.844173441734405
Collado Villalba,1295.5,122,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-780.1999999999998,-180.5,-37.58731994026111,-12.228997289972899
Colmenar Viejo,1506.5,136,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-569.1999999999998,30.5,-27.422074480898008,2.0663956639566328
Coslada,1450.1,115,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-625.5999999999999,-25.90000000000009,-30.139230139230133,-1.7547425474254807
Fuenlabrada,1200.4,295,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-875.2999999999997,-275.5999999999999,-42.168906874789215,-18.6720867208672
Galapagar,1319.2,71,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-756.4999999999998,-156.79999999999995,-36.44553644553644,-10.623306233062324
Getafe,1402.4,221,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-673.2999999999997,-73.59999999999991,-32.4372500843089,-4.986449864498644
Leganés,1407.1,226,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-668.5999999999999,-68.90000000000009,-32.21082044611456,-4.668021680216805
Madrid,2466.3,5725,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,390.60000000000036,990.3000000000002,18.817748229512965,67.09349593495936
Majadahonda,2369.4,122,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,293.7000000000003,893.4000000000001,14.149443561208287,60.52845528455286
Móstoles,1167.0,340,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-908.6999999999998,-309.0,-43.77800260153201,-20.934959349593495
Parla,919.7,242,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-1155.9999999999998,-556.3,-55.69205569205569,-37.68970189701897
Pinto,1302.5,79,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-773.1999999999998,-173.5,-37.25008430890784,-11.75474254742548
Pozuelo De Alarcón,2451.7,161,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,376.0,975.6999999999998,18.11437105554752,66.1043360433604
Rivas-Vaciamadrid,1538.6,121,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-537.0999999999999,62.59999999999991,-25.875608228549407,4.241192411924111
Rozas De Madrid (Las),1987.8,255,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-87.89999999999986,511.79999999999995,-4.234715999421878,34.67479674796748
San Fernando De Henares,1424.7,44,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-650.9999999999998,-51.299999999999955,-31.36291371585488,-3.475609756097553
San Sebastián De Los Reyes,1798.5,119,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-277.1999999999998,322.5,-13.35453100158982,21.84959349593496
Torrejón De Ardoz,1232.8,178,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-842.8999999999999,-243.20000000000005,-40.6079876668112,-16.476964769647694
Tres Cantos,1912.1,64,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-163.5999999999999,436.0999999999999,-7.881678469913755,29.54607046070461
Valdemoro,1150.2,147,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-925.4999999999998,-325.79999999999995,-44.58736811677988,-22.073170731707314
Villaviciosa De Odón,1709.9,58,T3A2015,3,2015,9,2015-09-30,2075.7,1476.0,-365.7999999999997,233.9000000000001,-17.62297056414702,15.846883468834694
Alcalá De Henares,1261.4,380,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-840.5,-228.69999999999982,-39.98763023930729,-15.347963223944694
Alcobendas,2305.2,253,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,203.29999999999973,815.0999999999999,9.67220134164326,54.701026776726394
Alcorcón,1462.6,267,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-639.3000000000002,-27.5,-30.41533850325896,-1.8455137239111519
Aranjuez,1096.7,103,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-1005.2,-393.39999999999986,-47.823397878110285,-26.40091269042345
Arganda Del Rey,1153.8,102,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-948.1000000000001,-336.29999999999995,-45.10680812598126,-22.568955103684317
Boadilla Del Monte,1990.9,185,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-111.0,500.8000000000002,-5.28093629573243,33.608482652171
Collado Villalba,1306.8,124,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-795.1000000000001,-183.29999999999995,-37.82767971835007,-12.301187839742301
Colmenar Viejo,1448.2,77,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-653.7,-41.899999999999864,-31.100432941624245,-2.8118918193409725
Coslada,1501.8,129,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-600.1000000000001,11.700000000000045,-28.550359198820118,0.7851822025367383
Fuenlabrada,1187.3,322,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-914.6000000000001,-302.79999999999995,-43.51301203672868,-20.320783840010737
Galapagar,1238.8,106,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-863.1000000000001,-251.29999999999995,-41.06284789951948,-16.864639957049864
Getafe,1392.1,299,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-709.8000000000002,-98.0,-33.76944669108902,-6.5767398161197255
Leganés,1449.4,305,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-652.5,-40.69999999999982,-31.04334173842713,-2.7313603113884866
Madrid,2504.3,7238,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,402.4000000000001,1014.2000000000003,19.144583472096688,68.06254613784313
Majadahonda,2360.7,164,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,258.7999999999997,870.5999999999999,12.312669489509487,58.42560901952889
Móstoles,1224.8,353,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-877.1000000000001,-265.29999999999995,-41.72891193681907,-17.80417421649554
Parla,936.0,300,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-1165.9,-554.0999999999999,-55.46886150625625,-37.1854237970606
Pinto,1337.5,87,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-764.4000000000001,-152.5999999999999,-36.367096436557404,-10.24092342795785
Pozuelo De Alarcón,2489.9,181,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,388.0,999.8000000000002,18.45948903373138,67.09616804241327
Rivas-Vaciamadrid,1580.0,137,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-521.9000000000001,89.90000000000009,-24.829915790475287,6.033152137440445
Rozas De Madrid (Las),1987.1,227,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-114.80000000000018,497.0,-5.461725105856619,33.35346621032145
San Fernando De Henares,1524.8,57,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-577.1000000000001,34.700000000000045,-27.456111137542226,2.3287027716260678
San Sebastián De Los Reyes,1779.7,167,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-322.20000000000005,289.60000000000014,-15.328988058423331,19.434937252533402
Torrejón De Ardoz,1178.9,252,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-923.0,-311.1999999999998,-43.91265045910843,-20.884504395678128
Tres Cantos,1882.8,100,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-219.10000000000014,392.70000000000005,-10.423902183738532,26.353935977451194
Valdemoro,1166.3,207,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-935.6000000000001,-323.79999999999995,-44.51210809267806,-21.730085229179252
Villaviciosa De Odón,1576.2,74,T4A2015,4,2015,12,2015-12-31,2101.9,1490.1,-525.7,86.10000000000014,-25.010704600599453,5.778135695590914
Alcalá De Henares,1297.3,307,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-832.3,-195.10000000000014,-39.08245679939895,-13.07290270704906
Alcobendas,2399.3,227,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,269.7000000000003,906.9000000000001,12.664350112697242,60.76789064593944
Alcorcón,1499.5,259,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-630.0999999999999,7.099999999999909,-29.58771600300526,0.4757437684266952
Aranjuez,1159.3,114,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-970.3,-333.10000000000014,-45.56254695717505,-22.319753417314402
Arganda Del Rey,1150.9,97,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-978.6999999999998,-341.5,-45.95698722764838,-22.882605199678373
Boadilla Del Monte,2032.9,177,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-96.69999999999982,540.5,-4.540758827948899,36.216831948539266
Collado Villalba,1309.3,152,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-820.3,-183.10000000000014,-38.51897069872277,-12.268828732243374
Colmenar Viejo,1455.2,121,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-674.3999999999999,-37.200000000000045,-31.6679188580015,-2.4926293218976214
Coslada,1505.1,145,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-624.5,12.699999999999818,-29.324755822689706,0.8509782900026686
Fuenlabrada,1216.6,339,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-913.0,-275.8000000000002,-42.871900826446286,-18.48030018761727
Galapagar,1259.1,112,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-870.5,-233.30000000000018,-40.876220886551465,-15.632538193513811
Getafe,1417.2,310,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-712.3999999999999,-75.20000000000005,-33.45229151014274,-5.038863575448948
Leganés,1431.2,315,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-698.3999999999999,-61.200000000000045,-32.79489105935386,-4.100777271508981
Madrid,2533.6,7074,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,404.0,1041.1999999999998,18.970698722764844,69.76681854730633
Majadahonda,2410.7,162,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,281.0999999999999,918.2999999999997,13.19966190833959,61.53176092200481
Móstoles,1223.9,361,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-905.6999999999998,-268.5,-42.52911344853493,-17.99115518627714
Parla,944.2,274,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-1185.3999999999999,-548.2,-55.66303531179564,-36.73277941570624
Pinto,1319.9,110,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-809.6999999999998,-172.5,-38.021224643125464,-11.558563387831677
Pozuelo De Alarcón,2443.3,186,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,313.7000000000003,950.9000000000001,14.730465815176563,63.716161886893595
Rivas-Vaciamadrid,1518.5,110,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-611.0999999999999,26.09999999999991,-28.695529676934626,1.7488608952023421
Rozas De Madrid (Las),2076.8,231,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-52.79999999999973,584.4000000000001,-2.4793388429751984,39.15840257303673
San Fernando De Henares,1588.4,51,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-541.1999999999998,96.0,-25.413223140495855,6.432591798445464
San Sebastián De Los Reyes,1757.9,173,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-371.6999999999998,265.5,-17.453981968444765,17.79013669257572
Torrejón De Ardoz,1201.7,256,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-927.8999999999999,-290.70000000000005,-43.57156273478587,-19.478692039667656
Tres Cantos,1823.9,95,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-305.6999999999998,331.5,-14.354808414725762,22.21254355400697
Valdemoro,1181.9,159,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-947.6999999999998,-310.5,-44.50131480090157,-20.805414098097017
Villaviciosa De Odón,1631.2,62,T1A2016,1,2016,3,2016-03-31,2129.6,1492.4,-498.39999999999986,138.79999999999995,-23.403456048084138,9.300455641919058
Alcalá De Henares,1302.7,332,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-875.4999999999998,-203.70000000000005,-40.193737948765026,-13.522304832713761
Alcobendas,2407.3,198,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,229.10000000000036,900.9000000000001,10.517858782480971,59.80483271375465
Alcorcón,1539.8,286,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-638.3999999999999,33.399999999999864,-29.30860343402809,2.21720658523632
Aranjuez,1076.0,107,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-1102.1999999999998,-430.4000000000001,-50.601414011569176,-28.57142857142858
Arganda Del Rey,1156.4,119,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-1021.7999999999997,-350.0,-46.91029290239646,-23.234200743494426
Boadilla Del Monte,2086.5,160,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-91.69999999999982,580.0999999999999,-4.209898080984287,38.5090281465746
Collado Villalba,1260.0,139,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-918.1999999999998,-246.4000000000001,-42.15407216968138,-16.356877323420083
Colmenar Viejo,1463.3,84,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-714.8999999999999,-43.100000000000136,-32.82067762372601,-2.8611258629846037
Coslada,1461.8,131,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-716.3999999999999,-44.600000000000136,-32.889541823524006,-2.960701009028155
Fuenlabrada,1238.3,334,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-939.8999999999999,-268.10000000000014,-43.150307593425765,-17.79739776951673
Galapagar,1331.4,98,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-846.7999999999997,-175.0,-38.87613625929666,-11.617100371747213
Getafe,1426.0,328,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-752.1999999999998,-80.40000000000009,-34.53310072536957,-5.3372278279341545
Leganés,1462.6,277,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-715.5999999999999,-43.80000000000018,-32.852814250298415,-2.9075942644716024
Madrid,2591.7,7206,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,413.5,1085.2999999999997,18.983564410981547,72.04593733404141
Majadahonda,2447.1,159,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,268.9000000000001,940.6999999999998,12.345055550454509,62.446893255443435
Móstoles,1240.5,361,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-937.6999999999998,-265.9000000000001,-43.04930676705536,-17.651354221986193
Parla,971.4,269,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-1206.7999999999997,-535.0000000000001,-55.40354421081627,-35.51513542219863
Pinto,1444.9,159,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-733.2999999999997,-61.5,-33.66541180791478,-4.082580987785445
Pozuelo De Alarcón,2538.8,179,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,360.60000000000036,1032.4,16.554953631438817,68.534253850239
Rivas-Vaciamadrid,1577.6,120,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-600.5999999999999,71.19999999999982,-27.573225599118533,4.726500265533717
Rozas De Madrid (Las),2035.9,261,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-142.29999999999973,529.5,-6.5329170875034315,35.15002655337227
San Fernando De Henares,1615.0,39,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-563.1999999999998,108.59999999999991,-25.856211550821772,7.209240573552833
San Sebastián De Los Reyes,1794.6,146,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-383.5999999999999,288.1999999999998,-17.610871361674775,19.131704726500253
Torrejón De Ardoz,1242.9,242,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-935.2999999999997,-263.5,-42.93912404737856,-17.492033988316514
Tres Cantos,2041.9,55,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-136.29999999999973,535.5,-6.257460288311433,35.54832713754648
Valdemoro,1213.5,165,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-964.6999999999998,-292.9000000000001,-44.288862363419334,-19.44370685077005
Villaviciosa De Odón,1691.9,73,T2A2016,2,2016,6,2016-06-30,2178.2,1506.4,-486.2999999999997,185.5,-22.325773574511054,12.31412639405205
Alcalá De Henares,1316.2,250,T3A2016,3,2016,9,2016-09-30,2165.4,1499.7,-849.2,-183.5,-39.216772882608296,-12.235780489431214
Alcobendas,2310.2,128,T3A2016,3,2016,9,2016-09-30,2165.4,1499.7,144.79999999999973,810.4999999999998,6.686986238108417,54.04414216176568
Alcorcón,1514.4,210,T3A2016,3,2016,9,2016-09-30,2165.4,1499.7,-651.0,14.700000000000045,-30.063729564976448,0.9801960392078479
Aranjuez,1072.4,81,T3A2016,3,2016,9,2016-09-30,2165.4,1499.7,-1093.0,-427.29999999999995,-50.47566269511407,-28.4923651396946
Arganda Del Rey,1157.5,117,T3A2016,3,2016,9,2016-09-30,2165.4,1499.7,-1007.9000000000001,-342.20000000000005,-46.54567285489979,-22.817896912715874
Boadilla Del Monte,2033.8,115,T3A2016,3,2016,9,2016-09-30,2165.4,1499.7,-131.60000000000014,534.0999999999999,-6.077399094855462,35.61378942455158
Collado Villalba,1266.2,135,T3A2016,3,2016,9,2016-09-30,2165.4,1499.7,-899.2,-233.5,-41.52581509189987,-15.56978062279123
Colmenar Viejo,1469.5,51,T3A2016,3,2016,9,2016-09-30,2165.4,1499.7,-695.9000000000001,-30.200000000000045,-32.137249468920295,-2.013736080549444
Coslada,1460.1,96,T3A2016,3,2016,9,2016-09-30,2165.4,1499.7,-705.3000000000002,-39.600000000000136,-32.57134940426711,-2.6405281056211316
