Municipio,Valor_Tasado,Num_Tasaciones,Periodo,Trimestre,Año,Mes,Fecha,Valor_Tasado_Madrid,Valor_Tasado_España,Dif_Madrid,Dif_España,Pct_Madrid,Pct_España
Pinto,2304.9,171,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,-360.9000000000001,384.0,-13.538149898717089,19.99062939247227
Pozuelo De Alarcón,3519.0,756,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,853.1999999999998,1598.1,32.00540175557056,83.19537716695298
Rivas-Vaciamadrid,2086.1,258,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,-579.7000000000003,165.19999999999982,-21.74581739065197,8.60013535321984
Rozas De Madrid (Las),2597.0,347,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,-68.80000000000018,676.0999999999999,-2.5808387726011017,35.1970430527357
San Fernando De Henares,2586.8,112,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,-79.0,665.9000000000001,-2.9634631255157973,34.66604195949816
San Sebastián De Los Reyes,3076.3,325,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,410.5,1155.4,15.398754595243446,60.14888854182936
Torrejón De Ardoz,2360.3,573,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,-305.5,439.4000000000001,-11.4599744917098,22.874694153782094
Tres Cantos,2722.4,93,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,56.59999999999991,801.5,2.123190036761935,41.72523296371493
Valdemoro,2177.6,465,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,-488.2000000000003,256.6999999999998,-18.313451871858366,13.363527513144868
Villaviciosa De Odón,2332.7,88,T2A2009,2,2009,6,2009-06-30,2665.8,1920.9,-333.10000000000036,411.7999999999997,-12.49531097606723,21.43786766619813
Alcalá De Henares,2411.3,327,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-258.39999999999964,514.5000000000002,-9.678990148705836,27.124630957401962
Alcobendas,2963.2,141,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,293.5,1066.3999999999999,10.993744615499867,56.22100379586672
Alcorcón,2620.6,302,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-49.09999999999991,723.8,-1.8391579578229678,38.159004639392656
Aranjuez,1955.0,120,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-714.6999999999998,58.200000000000045,-26.770798217028123,3.068325601012223
Arganda Del Rey,2063.6,102,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-606.0999999999999,166.79999999999995,-22.7029254223321,8.793757908055678
Boadilla Del Monte,2499.8,103,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-169.89999999999964,603.0000000000002,-6.364010937558517,31.790383804301992
Collado Villalba,2361.0,153,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-308.6999999999998,464.20000000000005,-11.563096977188447,24.472796288485867
Colmenar Viejo,2402.3,109,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-267.39999999999964,505.5000000000002,-10.016106678653014,26.65014761703923
Coslada,2732.2,145,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,62.5,835.3999999999999,2.341087013522114,44.042598059890324
Fuenlabrada,2342.8,384,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-326.89999999999964,446.0000000000002,-12.244821515526072,23.51328553353016
Galapagar,2119.6,68,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-550.0999999999999,222.79999999999995,-20.60531145821628,11.746098692534801
Getafe,2397.6,247,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-272.0999999999999,500.79999999999995,-10.192156422069898,26.402361872627587
Leganés,2497.0,318,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-172.69999999999982,600.2,-6.468891635764306,31.642766765078022
Madrid,3446.2,6712,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,776.5,1549.3999999999999,29.08566505599881,81.68494306199916
Majadahonda,2781.4,117,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,111.70000000000027,884.6000000000001,4.183990710566743,46.63644032053986
Móstoles,2162.9,355,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-506.7999999999997,266.10000000000014,-18.983406375248148,14.028890763390978
Parla,1979.4,309,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-690.2999999999997,82.60000000000014,-25.856837846949087,4.354702657106713
Pinto,2403.1,74,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-266.5999999999999,506.29999999999995,-9.986140764879947,26.692323913960347
Pozuelo De Alarcón,3259.9,131,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,590.2000000000003,1363.1000000000001,22.10735288609209,71.86313791649096
Rivas-Vaciamadrid,2184.7,118,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-485.0,287.89999999999986,-18.166835224931642,15.178194854491768
Rozas De Madrid (Las),2719.9,230,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,50.20000000000027,823.1000000000001,1.8803610892609735,43.39413749472798
San Fernando De Henares,2481.9,58,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-187.79999999999973,585.1000000000001,-7.034498258231247,30.84668916069171
San Sebastián De Los Reyes,2850.9,144,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,181.20000000000027,954.1000000000001,6.787279469603336,50.30050611556307
Torrejón De Ardoz,2299.1,250,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-370.5999999999999,402.29999999999995,-13.88170955538075,21.209405314213402
Tres Cantos,2761.6,58,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,91.90000000000009,864.8,3.442334344682929,45.592576971741885
Valdemoro,2317.5,328,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-352.1999999999998,420.70000000000005,-13.192493538599837,22.17946014339942
Villaviciosa De Odón,2352.5,54,T3A2009,3,2009,9,2009-09-30,2669.7,1896.8,-317.1999999999998,455.70000000000005,-11.881484811027454,24.02467313369887
Alcalá De Henares,2476.0,573,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-144.0,583.7,-5.496183206106875,30.846060349838833
Alcobendas,2909.4,308,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,289.4000000000001,1017.1000000000001,11.045801526717568,53.74940548538816
Alcorcón,2635.9,449,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,15.900000000000091,743.6000000000001,0.6068702290076278,39.29609469957196
Aranjuez,1827.6,159,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-792.4000000000001,-64.70000000000005,-30.24427480916031,-3.41911958991703
Arganda Del Rey,2054.7,157,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-565.3000000000002,162.39999999999986,-21.576335877862608,8.582148707921577
Boadilla Del Monte,2579.9,281,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-40.09999999999991,687.6000000000001,-1.5305343511450298,36.33673307615073
Collado Villalba,2344.2,179,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-275.8000000000002,451.89999999999986,-10.526717557251919,23.880991386143833
Colmenar Viejo,2409.5,183,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-210.5,517.2,-8.034351145038165,27.3318184220261
Coslada,2607.2,214,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-12.800000000000182,714.8999999999999,-0.4885496183206217,37.77942186756855
Fuenlabrada,2260.2,530,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-359.8000000000002,367.89999999999986,-13.732824427480928,19.441948951011987
Galapagar,2202.0,100,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-418.0,309.70000000000005,-15.954198473282444,16.366326692384938
Getafe,2525.3,518,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-94.69999999999982,633.0000000000002,-3.6145038167938903,33.45135549331501
Leganés,2437.8,472,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-182.19999999999982,545.5000000000002,-6.954198473282435,28.827352956719345
Madrid,3339.4,9368,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,719.4000000000001,1447.1000000000001,27.458015267175572,76.47307509380121
Majadahonda,3154.2,206,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,534.1999999999998,1261.8999999999999,20.389312977099227,66.68604343920097
Móstoles,2243.6,516,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-376.4000000000001,351.29999999999995,-14.366412213740464,18.564709612640694
Parla,2029.2,404,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-590.8,136.9000000000001,-22.549618320610687,7.234582254399413
Pinto,2075.0,182,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-545.0,182.70000000000005,-20.801526717557252,9.654917296411769
Pozuelo De Alarcón,3018.5,153,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,398.5,1126.2,15.209923664122126,59.51487607673202
Rivas-Vaciamadrid,2136.1,329,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-483.9000000000001,243.79999999999995,-18.469465648854964,12.883792210537436
Rozas De Madrid (Las),2664.4,377,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,44.40000000000009,772.1000000000001,1.6946564885496285,40.802198382920274
San Fernando De Henares,2494.1,115,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-125.90000000000009,601.8,-4.805343511450388,31.80256830312318
San Sebastián De Los Reyes,2987.4,259,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,367.4000000000001,1095.1000000000001,14.022900763358791,57.87137346086772
Torrejón De Ardoz,2280.2,415,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-339.8000000000002,387.89999999999986,-12.969465648854971,20.498863816519574
Tres Cantos,2597.6,86,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-22.40000000000009,705.3,-0.8549618320610741,37.272102732124935
Valdemoro,2458.1,476,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-161.9000000000001,565.8,-6.179389312977102,29.900121545209537
Villaviciosa De Odón,2269.8,81,T4A2009,4,2009,12,2009-12-31,2620.0,1892.3,-350.1999999999998,377.5000000000002,-13.366412213740453,19.949268086455653
Alcalá De Henares,2390.0,359,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-201.19999999999982,524.3,-7.764742204384067,28.1020528487967
Alcobendas,2901.5,248,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,310.3000000000002,1035.8,11.975146650200696,55.51803612585089
Alcorcón,2579.9,383,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-11.299999999999727,714.2,-0.4360913862303084,38.28053813582033
Aranjuez,1808.3,138,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-782.8999999999999,-57.40000000000009,-30.213800555727076,-3.0765932357828207
Arganda Del Rey,1967.4,114,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-623.7999999999997,101.70000000000005,-24.07378820623648,5.451037144235404
Boadilla Del Monte,2517.4,119,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-73.79999999999973,651.7,-2.848101265822778,34.930589055046354
Collado Villalba,2320.3,155,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-270.89999999999964,454.60000000000014,-10.454615622105578,24.366189633917568
Colmenar Viejo,2368.2,92,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-223.0,502.4999999999998,-8.606051250385926,26.93359060942273
Coslada,2590.5,171,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-0.6999999999998181,724.8,-0.02701451065142413,38.8486894999196
Fuenlabrada,2206.7,434,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-384.5,340.9999999999998,-14.838684779252853,18.277322184702772
Galapagar,2172.2,117,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-419.0,306.4999999999998,-16.170114232787903,16.42815029211555
Getafe,2372.7,332,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-218.5,506.9999999999998,-8.432386539055269,27.17478694323845
Leganés,2501.0,412,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-90.19999999999982,635.3,-3.4810126582278444,34.05156241625127
Madrid,3296.3,7717,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,705.1000000000004,1430.6000000000001,27.21133065761039,76.67899447928393
Majadahonda,2948.8,153,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,357.60000000000036,1083.1000000000001,13.80055572707628,58.05327759018064
Móstoles,2192.9,499,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-398.2999999999997,327.20000000000005,-15.371256560666868,17.53765342766791
Parla,1938.2,300,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-652.9999999999998,72.5,-25.20067922198208,3.885940933697807
Pinto,2236.6,203,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-354.5999999999999,370.89999999999986,-13.684779252855817,19.87993782494506
Pozuelo De Alarcón,3154.1,180,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,562.9000000000001,1288.3999999999999,21.723525779561605,69.05719033070696
Rivas-Vaciamadrid,2092.9,186,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-498.2999999999997,227.20000000000005,-19.230472368014805,12.177734898429549
Rozas De Madrid (Las),2694.0,294,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,102.80000000000018,828.3,3.967273849953701,44.3962051776813
San Fernando De Henares,2436.8,96,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-154.39999999999964,571.1000000000001,-5.958629206545218,30.610494720480254
San Sebastián De Los Reyes,2890.7,180,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,299.5,1024.9999999999998,11.55835134300711,54.93916492469313
Torrejón De Ardoz,2226.7,293,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-364.5,360.9999999999998,-14.066841617783265,19.34930589055046
Tres Cantos,2743.0,85,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,151.80000000000018,877.3,5.858289595554189,47.0225652570081
Valdemoro,2282.3,370,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-308.89999999999964,416.60000000000014,-11.921117628897793,22.329420592807004
Villaviciosa De Odón,2383.6,45,T1A2010,1,2010,3,2010-03-31,2591.2,1865.7,-207.5999999999999,517.8999999999999,-8.01173201605433,27.759018062925445
Alcalá De Henares,2282.0,509,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-270.0,433.0999999999999,-10.579937304075237,23.424739034020227
Alcobendas,2795.4,349,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,243.4000000000001,946.5,9.537617554858935,51.19260100600356
Alcorcón,2512.7,525,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-39.30000000000018,663.7999999999997,-1.5399686520376266,35.90242847098273
Aranjuez,1725.5,190,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-826.5,-123.40000000000009,-32.38636363636363,-6.674238736546057
Arganda Del Rey,1882.6,135,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-669.4000000000001,33.69999999999982,-26.23040752351098,1.8227053923954628
Boadilla Del Monte,2511.7,171,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-40.30000000000018,662.7999999999997,-1.5791536050156818,35.84834225755853
Collado Villalba,2221.0,205,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-331.0,372.0999999999999,-12.970219435736674,20.125480015144138
Colmenar Viejo,2283.2,198,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-268.8000000000002,434.2999999999997,-10.53291536050157,23.48964249012926
Coslada,2517.7,185,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-34.30000000000018,668.7999999999997,-1.3440438871473392,36.17285953810372
Fuenlabrada,2131.9,635,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-420.0999999999999,283.0,-16.461598746081496,15.306398399048081
Galapagar,2092.6,85,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-459.4000000000001,243.69999999999982,-18.00156739811912,13.180810211477079
Getafe,2335.9,393,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-216.0999999999999,487.0,-8.467868338557993,26.33998593758451
Leganés,2397.5,463,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-154.5,548.5999999999999,-6.054075235109712,29.671696684515105
Madrid,3275.0,9709,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,723.0,1426.1,28.330721003134805,77.132348964249
Majadahonda,2913.5,195,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,361.5,1064.6,14.165360501567402,57.58018281140136
Móstoles,2096.8,444,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-455.1999999999998,247.9000000000001,-17.83699059561128,13.407972307858728
Parla,1890.0,407,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-662.0,41.09999999999991,-25.940438871473358,2.2229433717345426
Pinto,2132.1,205,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-419.9000000000001,283.1999999999998,-16.453761755485896,15.317215641732918
Pozuelo De Alarcón,3190.3,233,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,638.3000000000002,1341.4,25.011755485893428,72.55124668721945
Rivas-Vaciamadrid,2070.0,175,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-482.0,221.0999999999999,-18.887147335423194,11.958461788090213
Rozas De Madrid (Las),2616.6,344,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,64.59999999999991,767.6999999999998,2.5313479623824353,41.52198604575692
San Fernando De Henares,2531.7,141,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-20.300000000000182,682.7999999999997,-0.7954545454545547,36.930066526042495
San Sebastián De Los Reyes,2798.9,203,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,246.9000000000001,950.0,9.67476489028214,51.38190275298826
Torrejón De Ardoz,2138.2,399,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-413.8000000000002,289.2999999999997,-16.21473354231976,15.647141543620524
Tres Cantos,2755.1,79,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,203.0999999999999,906.1999999999998,7.958463949843253,49.012926605008374
Valdemoro,2234.9,333,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-317.0999999999999,386.0,-12.425548589341684,20.877278381740496
Villaviciosa De Odón,2357.7,73,T2A2010 ,2,2010,6,2010-06-30,2552.0,1848.9,-194.30000000000018,508.7999999999997,-7.613636363636367,27.51906539023201
Alcalá De Henares,2232.0,394,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-275.5,400.0,-10.987038883349953,21.834061135371186
Alcobendas,2659.7,153,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,152.19999999999982,827.6999999999998,6.069790628115657,45.1801310043668
Alcorcón,2393.7,276,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-113.80000000000018,561.6999999999998,-4.538384845463616,30.660480349344965
Aranjuez,1684.4,89,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-823.0999999999999,-147.5999999999999,-32.82552342971087,-8.056768558951966
Arganda Del Rey,1809.0,83,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-698.5,-23.0,-27.856430707876367,-1.255458515283847
Boadilla Del Monte,2578.6,148,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,71.09999999999991,746.5999999999999,2.8354935194416786,40.7532751091703
Collado Villalba,2095.9,105,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-411.5999999999999,263.9000000000001,-16.414755732801588,14.405021834061138
Colmenar Viejo,2198.4,62,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-309.0999999999999,366.4000000000001,-12.327018943170486,19.999999999999996
Coslada,2389.8,135,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-117.69999999999982,557.8000000000002,-4.693918245264195,30.44759825327512
Fuenlabrada,2029.4,561,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-478.0999999999999,197.4000000000001,-19.066799601196404,10.775109170305686
Galapagar,1991.8,94,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-515.7,159.79999999999995,-20.56630109670987,8.72270742358079
Getafe,2254.5,316,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-253.0,422.5,-10.089730807577268,23.062227074235796
Leganés,2322.6,294,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-184.9000000000001,490.5999999999999,-7.373878364905284,26.77947598253274
Madrid,3180.5,6097,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,673.0,1348.5,26.839481555334,73.60807860262008
Majadahonda,2971.7,126,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,464.1999999999998,1139.6999999999998,18.512462612163503,62.210698689956324
Móstoles,2004.7,356,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-502.79999999999995,172.70000000000005,-20.0518444666002,9.426855895196518
Parla,1804.2,301,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-703.3,-27.799999999999955,-28.047856430707874,-1.5174672489082996
Pinto,2188.7,66,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-318.8000000000002,356.6999999999998,-12.713858424725831,19.47052401746725
Pozuelo De Alarcón,3022.5,160,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,515.0,1190.5,20.538384845463618,64.98362445414847
Rivas-Vaciamadrid,1993.6,158,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-513.9000000000001,161.5999999999999,-20.49451645064806,8.820960698689962
Rozas De Madrid (Las),2715.7,266,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,208.19999999999982,883.6999999999998,8.303090727816542,48.23689956331876
San Fernando De Henares,2404.5,57,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-103.0,572.5,-4.107676969092722,31.25
San Sebastián De Los Reyes,2631.2,111,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,123.69999999999982,799.1999999999998,4.933200398803583,43.6244541484716
Torrejón De Ardoz,2037.7,249,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-469.79999999999995,205.70000000000005,-18.735792622133594,11.22816593886462
Tres Cantos,2652.3,56,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,144.80000000000018,820.3000000000002,5.774675972083765,44.77620087336245
Valdemoro,2126.7,190,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-380.8000000000002,294.6999999999998,-15.186440677966107,16.086244541484707
Villaviciosa De Odón,2334.7,44,T3A2010  ,3,2010,9,2010-09-30,2507.5,1832.0,-172.80000000000018,502.6999999999998,-6.891326021934208,27.439956331877724
Alcalá De Henares,2132.6,448,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-333.0,307.0999999999999,-13.50584036340039,16.82278827718433
Alcobendas,2745.2,218,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,279.5999999999999,919.6999999999998,11.340038935755992,50.38071761161325
Alcorcón,2299.0,518,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-166.5999999999999,473.5,-6.756975989617131,25.93809915091756
Aranjuez,1619.6,185,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-846.0,-205.9000000000001,-34.31213497728748,-11.279101615995623
Arganda Del Rey,1774.2,125,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-691.3999999999999,-51.299999999999955,-28.041855937702785,-2.8101889893179965
Boadilla Del Monte,2462.0,166,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-3.599999999999909,636.5,-0.14600908500973508,34.867159682278825
Collado Villalba,2115.7,183,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-349.9000000000001,290.1999999999998,-14.191271901362757,15.897014516570795
Colmenar Viejo,2099.4,101,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-366.1999999999998,273.9000000000001,-14.852368591823485,15.004108463434672
Coslada,2271.4,171,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-194.19999999999982,445.9000000000001,-7.876378974691756,24.426184606957
Fuenlabrada,1956.4,466,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-509.1999999999998,130.9000000000001,-20.65217391304347,7.170638181320199
Galapagar,1979.4,100,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-486.1999999999998,153.9000000000001,-19.719338092147954,8.43056696795399
Getafe,2149.3,383,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-316.2999999999997,323.8000000000002,-12.828520441271895,17.737606135305395
Leganés,2210.3,388,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-255.29999999999973,384.8000000000002,-10.354477611940283,21.07915639550808
Madrid,3067.9,9359,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,602.3000000000002,1242.4,24.42813108371189,68.0580662832101
Majadahonda,2868.1,186,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,402.5,1042.6,16.324626865671643,57.113119693234715
Móstoles,1908.1,560,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-557.5,82.59999999999991,-22.61112913692408,4.524787729389201
Parla,1724.4,357,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-741.1999999999998,-101.09999999999991,-30.061648280337437,-5.538208709942472
Pinto,2071.2,199,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-394.4000000000001,245.69999999999982,-15.996106424399748,13.459326211996704
Pozuelo De Alarcón,3083.3,254,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,617.7000000000003,1257.8000000000002,25.052725502920193,68.90167077513011
Rivas-Vaciamadrid,1952.9,197,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-512.6999999999998,127.40000000000009,-20.79412719013627,6.978909887702001
Rozas De Madrid (Las),2592.3,259,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,126.70000000000027,766.8000000000002,5.138708630759248,42.00493015612161
San Fernando De Henares,2334.2,85,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-131.4000000000001,508.6999999999998,-5.329331602855292,27.866337989591884
San Sebastián De Los Reyes,2637.4,258,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,171.80000000000018,811.9000000000001,6.967878001297856,44.47548616817312
Torrejón De Ardoz,1950.5,405,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-515.0999999999999,125.0,-20.891466580142758,6.847439057792393
Tres Cantos,2495.8,121,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,30.200000000000273,670.3000000000002,1.2248539909150091,36.71870720350589
Valdemoro,2029.2,459,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-436.39999999999986,203.70000000000005,-17.6995457495133,11.158586688578476
Villaviciosa De Odón,2231.0,74,T4A2010,4,2010,12,2010-12-31,2465.6,1825.5,-234.5999999999999,405.5,-9.51492537313432,22.213092303478497
Alcalá De Henares,1918.4,409,T1A2011,1,2011,3,2011-03-31,2360.9,1777.6,-442.5,140.80000000000018,-18.74285230208819,7.920792079207928
Alcobendas,2720.2,161,T1A2011,1,2011,3,2011-03-31,2360.9,1777.6,359.2999999999997,942.5999999999999,15.218772502011934,53.026552655265526
Alcorcón,2225.5,495,T1A2011,1,2011,3,2011-03-31,2360.9,1777.6,-135.4000000000001,447.9000000000001,-5.7351010207971616,25.19689468946895
Aranjuez,1573.7,140,T1A2011,1,2011,3,2011-03-31,2360.9,1777.6,-787.2,-203.89999999999986,-33.34321656995214,-11.470522052205212
Arganda Del Rey,1736.4,109,T1A2011,1,2011,3,2011-03-31,2360.9,1777.6,-624.5,-41.19999999999982,-26.45177686475496,-2.3177317731773117
