Municipio,Valor_Tasado,Num_Tasaciones,Periodo,Trimestre,Año,Mes,Fecha
Alcobendas,2556.3,107,T1A2012,1,2012,3,2012-03-31
Alcorcón,2047.5,203,T1A2012,1,2012,3,2012-03-31
Aranjuez,1392.1,71,T1A2012,1,2012,3,2012-03-31
Arganda Del Rey,1588.4,66,T1A2012,1,2012,3,2012-03-31
Boadilla Del Monte,2204.8,80,T1A2012,1,2012,3,2012-03-31
Collado Villalba,1729.8,123,T1A2012,1,2012,3,2012-03-31
Colmenar Viejo,1901.1,49,T1A2012,1,2012,3,2012-03-31
Coslada,1856.0,82,T1A2012,1,2012,3,2012-03-31
Fuenlabrada,1625.9,266,T1A2012,1,2012,3,2012-03-31
Galapagar,1673.9,52,T1A2012,1,2012,3,2012-03-31
Getafe,1824.6,286,T1A2012,1,2012,3,2012-03-31
Leganés,1831.4,204,T1A2012,1,2012,3,2012-03-31
Madrid,2772.1,5104,T1A2012,1,2012,3,2012-03-31
Majadahonda,2749.8,94,T1A2012,1,2012,3,2012-03-31
Móstoles,1647.7,267,T1A2012,1,2012,3,2012-03-31
Parla,1414.7,204,T1A2012,1,2012,3,2012-03-31
Pinto,2016.6,56,T1A2012,1,2012,3,2012-03-31
Pozuelo De Alarcón,2809.4,117,T1A2012,1,2012,3,2012-03-31
Rivas-Vaciamadrid,1766.9,56,T1A2012,1,2012,3,2012-03-31
Las Rozas de Madrid,2176.1,143,T1A2012,1,2012,3,2012-03-31
San Fernando De Henares,2064.8,40,T1A2012,1,2012,3,2012-03-31
San Sebastián De Los Reyes,2289.3,93,T1A2012,1,2012,3,2012-03-31
Torrejón De Ardoz,1654.5,195,T1A2012,1,2012,3,2012-03-31
Tres Cantos,2840.4,104,T1A2012,1,2012,3,2012-03-31
Valdemoro,1509.5,88,T1A2012,1,2012,3,2012-03-31
Villaviciosa De Odón,2069.2,29,T1A2012,1,2012,3,2012-03-31
Alcalá De Henares,1668.1,263,T2A2012,2,2012,6,2012-06-30
Alcobendas,2461.6,179,T2A2012,2,2012,6,2012-06-30
Alcorcón,1999.1,209,T2A2012,2,2012,6,2012-06-30
Aranjuez,1340.7,101,T2A2012,2,2012,6,2012-06-30
Arganda Del Rey,1487.4,61,T2A2012,2,2012,6,2012-06-30
Boadilla Del Monte,1975.5,69,T2A2012,2,2012,6,2012-06-30
Collado Villalba,1614.5,98,T2A2012,2,2012,6,2012-06-30
Colmenar Viejo,1828.3,48,T2A2012,2,2012,6,2012-06-30
Coslada,1852.9,85,T2A2012,2,2012,6,2012-06-30
Fuenlabrada,1536.4,292,T2A2012,2,2012,6,2012-06-30
Galapagar,1712.1,56,T2A2012,2,2012,6,2012-06-30
Getafe,1806.7,373,T2A2012,2,2012,6,2012-06-30
Leganés,1812.2,203,T2A2012,2,2012,6,2012-06-30
Madrid,2551.5,5277,T2A2012,2,2012,6,2012-06-30
Majadahonda,2923.6,99,T2A2012,2,2012,6,2012-06-30
Móstoles,1607.4,283,T2A2012,2,2012,6,2012-06-30
Parla,1273.2,273,T2A2012,2,2012,6,2012-06-30
Pinto,1816.4,144,T2A2012,2,2012,6,2012-06-30
Pozuelo De Alarcón,2650.7,137,T2A2012,2,2012,6,2012-06-30
Rivas-Vaciamadrid,1870.8,83,T2A2012,2,2012,6,2012-06-30
Las Rozas de Madrid,2054.9,134,T2A2012,2,2012,6,2012-06-30
San Fernando De Henares,2101.9,39,T2A2012,2,2012,6,2012-06-30
San Sebastián De Los Reyes,2168.8,87,T2A2012,2,2012,6,2012-06-30
Torrejón De Ardoz,1504.1,190,T2A2012,2,2012,6,2012-06-30
Tres Cantos,2426.1,58,T2A2012,2,2012,6,2012-06-30
Valdemoro,1731.6,150,T2A2012,2,2012,6,2012-06-30
Villaviciosa De Odón,1957.1,41,T2A2012,2,2012,6,2012-06-30
Alcalá De Henares,1481.2,284,T3A2012,3,2012,9,2012-09-30
Alcobendas,2636.5,93,T3A2012,3,2012,9,2012-09-30
Alcorcón,1850.0,162,T3A2012,3,2012,9,2012-09-30
Aranjuez,1398.6,58,T3A2012,3,2012,9,2012-09-30
Arganda Del Rey,1397.6,53,T3A2012,3,2012,9,2012-09-30
Boadilla Del Monte,2040.3,62,T3A2012,3,2012,9,2012-09-30
Collado Villalba,1716.5,94,T3A2012,3,2012,9,2012-09-30
Colmenar Viejo,1756.6,37,T3A2012,3,2012,9,2012-09-30
Coslada,1832.4,61,T3A2012,3,2012,9,2012-09-30
Fuenlabrada,1463.8,245,T3A2012,3,2012,9,2012-09-30
Galapagar,1549.1,47,T3A2012,3,2012,9,2012-09-30
Getafe,1759.2,206,T3A2012,3,2012,9,2012-09-30
Leganés,2003.1,186,T3A2012,3,2012,9,2012-09-30
Madrid,2524.5,3985,T3A2012,3,2012,9,2012-09-30
Majadahonda,2768.3,72,T3A2012,3,2012,9,2012-09-30
Móstoles,1639.2,234,T3A2012,3,2012,9,2012-09-30
Parla,1271.2,243,T3A2012,3,2012,9,2012-09-30
Pinto,1790.0,66,T3A2012,3,2012,9,2012-09-30
Pozuelo De Alarcón,2578.4,112,T3A2012,3,2012,9,2012-09-30
Rivas-Vaciamadrid,1836.1,93,T3A2012,3,2012,9,2012-09-30
Las Rozas de Madrid,2285.6,126,T3A2012,3,2012,9,2012-09-30
San Fernando De Henares,1939.9,22,T3A2012,3,2012,9,2012-09-30
San Sebastián De Los Reyes,2127.7,95,T3A2012,3,2012,9,2012-09-30
Torrejón De Ardoz,1475.0,182,T3A2012,3,2012,9,2012-09-30
Tres Cantos,2644.7,96,T3A2012,3,2012,9,2012-09-30
Valdemoro,1575.1,101,T3A2012,3,2012,9,2012-09-30
Villaviciosa De Odón,1866.8,33,T3A2012,3,2012,9,2012-09-30
Alcalá De Henares,1508.2,258,T4A2012,4,2012,12,2012-12-31
Alcobendas,2738.0,173,T4A2012,4,2012,12,2012-12-31
Alcorcón,1671.3,243,T4A2012,4,2012,12,2012-12-31
Aranjuez,1483.1,126,T4A2012,4,2012,12,2012-12-31
Arganda Del Rey,1217.4,70,T4A2012,4,2012,12,2012-12-31
Boadilla Del Monte,2006.5,70,T4A2012,4,2012,12,2012-12-31
Collado Villalba,1625.2,126,T4A2012,4,2012,12,2012-12-31
Colmenar Viejo,1705.0,52,T4A2012,4,2012,12,2012-12-31
Coslada,1837.2,78,T4A2012,4,2012,12,2012-12-31
Fuenlabrada,1647.7,388,T4A2012,4,2012,12,2012-12-31
Galapagar,1416.8,56,T4A2012,4,2012,12,2012-12-31
Getafe,1719.9,301,T4A2012,4,2012,12,2012-12-31
Leganés,1877.5,240,T4A2012,4,2012,12,2012-12-31
Madrid,2480.8,5201,T4A2012,4,2012,12,2012-12-31
Majadahonda,2572.7,118,T4A2012,4,2012,12,2012-12-31
Móstoles,1419.3,245,T4A2012,4,2012,12,2012-12-31
Parla,1263.5,276,T4A2012,4,2012,12,2012-12-31
Pinto,1854.2,103,T4A2012,4,2012,12,2012-12-31
Pozuelo De Alarcón,2511.8,118,T4A2012,4,2012,12,2012-12-31
Rivas-Vaciamadrid,1821.3,119,T4A2012,4,2012,12,2012-12-31
Las Rozas de Madrid,2051.9,146,T4A2012,4,2012,12,2012-12-31
San Fernando De Henares,1865.0,35,T4A2012,4,2012,12,2012-12-31
San Sebastián De Los Reyes,2072.8,193,T4A2012,4,2012,12,2012-12-31
Torrejón De Ardoz,1426.0,179,T4A2012,4,2012,12,2012-12-31
Tres Cantos,2251.9,40,T4A2012,4,2012,12,2012-12-31
Valdemoro,1347.7,131,T4A2012,4,2012,12,2012-12-31
Villaviciosa De Odón,1801.6,47,T4A2012,4,2012,12,2012-12-31
Alcalá De Henares,1417.5,346,T1A2013,1,2013,3,2013-03-31
Alcobendas,2498.6,128,T1A2013,1,2013,3,2013-03-31
Alcorcón,1808.9,317,T1A2013,1,2013,3,2013-03-31
Aranjuez,1289.1,74,T1A2013,1,2013,3,2013-03-31
Arganda Del Rey,1289.2,64,T1A2013,1,2013,3,2013-03-31
Boadilla Del Monte,2056.9,81,T1A2013,1,2013,3,2013-03-31
Collado Villalba,1464.1,95,T1A2013,1,2013,3,2013-03-31
Colmenar Viejo,1559.7,51,T1A2013,1,2013,3,2013-03-31
Coslada,1707.0,62,T1A2013,1,2013,3,2013-03-31
Fuenlabrada,1407.8,228,T1A2013,1,2013,3,2013-03-31
Galapagar,1533.2,55,T1A2013,1,2013,3,2013-03-31
Getafe,1649.5,298,T1A2013,1,2013,3,2013-03-31
Leganés,1616.2,163,T1A2013,1,2013,3,2013-03-31
Madrid,2427.9,4599,T1A2013,1,2013,3,2013-03-31
Majadahonda,2529.7,97,T1A2013,1,2013,3,2013-03-31
Móstoles,1316.6,207,T1A2013,1,2013,3,2013-03-31
Parla,1163.1,228,T1A2013,1,2013,3,2013-03-31
Pinto,1636.9,70,T1A2013,1,2013,3,2013-03-31
Pozuelo De Alarcón,2434.5,107,T1A2013,1,2013,3,2013-03-31
Rivas-Vaciamadrid,1652.4,46,T1A2013,1,2013,3,2013-03-31
Las Rozas de Madrid,2014.5,131,T1A2013,1,2013,3,2013-03-31
San Fernando De Henares,1788.3,40,T1A2013,1,2013,3,2013-03-31
San Sebastián De Los Reyes,1929.5,86,T1A2013,1,2013,3,2013-03-31
Torrejón De Ardoz,1339.5,186,T1A2013,1,2013,3,2013-03-31
Tres Cantos,1882.9,39,T1A2013,1,2013,3,2013-03-31
Valdemoro,1324.9,119,T1A2013,1,2013,3,2013-03-31
Villaviciosa De Odón,1775.4,41,T1A2013,1,2013,3,2013-03-31
Alcalá De Henares,1436.9,185,T2A2013,2,2013,6,2013-06-30
Alcobendas,2582.7,135,T2A2013,2,2013,6,2013-06-30
Alcorcón,1899.6,523,T2A2013,2,2013,6,2013-06-30
Aranjuez,1240.2,100,T2A2013,2,2013,6,2013-06-30
Arganda Del Rey,1323.0,85,T2A2013,2,2013,6,2013-06-30
Boadilla Del Monte,1990.3,91,T2A2013,2,2013,6,2013-06-30
Collado Villalba,1472.8,80,T2A2013,2,2013,6,2013-06-30
Colmenar Viejo,1595.9,41,T2A2013,2,2013,6,2013-06-30
Coslada,1653.7,69,T2A2013,2,2013,6,2013-06-30
Fuenlabrada,1342.4,214,T2A2013,2,2013,6,2013-06-30
Galapagar,1499.3,48,T2A2013,2,2013,6,2013-06-30
Getafe,1564.0,166,T2A2013,2,2013,6,2013-06-30
Leganés,1500.2,178,T2A2013,2,2013,6,2013-06-30
Madrid,2418.5,4239,T2A2013,2,2013,6,2013-06-30
Majadahonda,2421.3,100,T2A2013,2,2013,6,2013-06-30
Móstoles,1356.0,183,T2A2013,2,2013,6,2013-06-30
Parla,1090.9,213,T2A2013,2,2013,6,2013-06-30
Pinto,1566.7,48,T2A2013,2,2013,6,2013-06-30
Pozuelo De Alarcón,2420.3,106,T2A2013,2,2013,6,2013-06-30
Rivas-Vaciamadrid,1695.8,79,T2A2013,2,2013,6,2013-06-30
Las Rozas de Madrid,2097.9,177,T2A2013,2,2013,6,2013-06-30
San Fernando De Henares,1850.7,37,T2A2013,2,2013,6,2013-06-30
San Sebastián De Los Reyes,1880.8,104,T2A2013,2,2013,6,2013-06-30
Torrejón De Ardoz,1374.6,161,T2A2013,2,2013,6,2013-06-30
Tres Cantos,2037.9,23,T2A2013,2,2013,6,2013-06-30
Valdemoro,1350.1,137,T2A2013,2,2013,6,2013-06-30
Villaviciosa De Odón,1826.5,39,T2A2013,2,2013,6,2013-06-30
Alcalá De Henares,1347.1,135,T3A2013,3,2013,9,2013-09-30
Alcobendas,2618.6,88,T3A2013,3,2013,9,2013-09-30
Alcorcón,1945.1,137,T3A2013,3,2013,9,2013-09-30
Aranjuez,1289.5,65,T3A2013,3,2013,9,2013-09-30
Arganda Del Rey,1299.5,31,T3A2013,3,2013,9,2013-09-30
Boadilla Del Monte,2033.2,34,T3A2013,3,2013,9,2013-09-30
Collado Villalba,1444.0,70,T3A2013,3,2013,9,2013-09-30
Colmenar Viejo,1650.6,29,T3A2013,3,2013,9,2013-09-30
Coslada,1584.2,41,T3A2013,3,2013,9,2013-09-30
Fuenlabrada,1373.6,124,T3A2013,3,2013,9,2013-09-30
Galapagar,1377.5,31,T3A2013,3,2013,9,2013-09-30
Getafe,1458.9,115,T3A2013,3,2013,9,2013-09-30
Leganés,1440.0,100,T3A2013,3,2013,9,2013-09-30
Madrid,2441.5,2808,T3A2013,3,2013,9,2013-09-30
Majadahonda,2230.2,66,T3A2013,3,2013,9,2013-09-30
Móstoles,1294.6,106,T3A2013,3,2013,9,2013-09-30
Parla,1070.7,135,T3A2013,3,2013,9,2013-09-30
Pinto,1426.4,32,T3A2013,3,2013,9,2013-09-30
Pozuelo De Alarcón,2351.3,72,T3A2013,3,2013,9,2013-09-30
Rivas-Vaciamadrid,1724.2,54,T3A2013,3,2013,9,2013-09-30
Las Rozas de Madrid,2026.6,92,T3A2013,3,2013,9,2013-09-30
San Fernando De Henares,1717.3,26,T3A2013,3,2013,9,2013-09-30
San Sebastián De Los Reyes,1802.8,55,T3A2013,3,2013,9,2013-09-30
Torrejón De Ardoz,1301.5,108,T3A2013,3,2013,9,2013-09-30
Tres Cantos,,19,T3A2013,3,2013,9,2013-09-30
Valdemoro,1309.4,74,T3A2013,3,2013,9,2013-09-30
Villaviciosa De Odón,1849.4,29,T3A2013,3,2013,9,2013-09-30
Alcalá De Henares,1362.6,411,T4A2013,4,2013,12,2013-12-31
Alcobendas,2416.9,281,T4A2013,4,2013,12,2013-12-31
Alcorcón,1725.7,1290,T4A2013,4,2013,12,2013-12-31
Aranjuez,1366.8,185,T4A2013,4,2013,12,2013-12-31
Arganda Del Rey,1303.2,191,T4A2013,4,2013,12,2013-12-31
Boadilla Del Monte,1924.3,123,T4A2013,4,2013,12,2013-12-31
Collado Villalba,1400.5,102,T4A2013,4,2013,12,2013-12-31
Colmenar Viejo,1643.6,60,T4A2013,4,2013,12,2013-12-31
Coslada,1556.2,74,T4A2013,4,2013,12,2013-12-31
Fuenlabrada,1293.5,309,T4A2013,4,2013,12,2013-12-31
Galapagar,1340.4,80,T4A2013,4,2013,12,2013-12-31
Getafe,1493.7,261,T4A2013,4,2013,12,2013-12-31
Leganés,1535.3,233,T4A2013,4,2013,12,2013-12-31
Madrid,2438.5,5851,T4A2013,4,2013,12,2013-12-31
Majadahonda,2299.9,131,T4A2013,4,2013,12,2013-12-31
Móstoles,1276.7,248,T4A2013,4,2013,12,2013-12-31
Parla,1007.7,276,T4A2013,4,2013,12,2013-12-31
Pinto,1451.3,79,T4A2013,4,2013,12,2013-12-31
Pozuelo De Alarcón,2440.6,172,T4A2013,4,2013,12,2013-12-31
Rivas-Vaciamadrid,1581.5,83,T4A2013,4,2013,12,2013-12-31
Las Rozas de Madrid,2003.6,219,T4A2013,4,2013,12,2013-12-31
San Fernando De Henares,1698.8,67,T4A2013,4,2013,12,2013-12-31
San Sebastián De Los Reyes,1888.5,172,T4A2013,4,2013,12,2013-12-31
Torrejón De Ardoz,1286.9,183,T4A2013,4,2013,12,2013-12-31
Tres Cantos,1928.4,39,T4A2013,4,2013,12,2013-12-31
Valdemoro,1308.6,140,T4A2013,4,2013,12,2013-12-31
Villaviciosa De Odón,1777.8,57,T4A2013,4,2013,12,2013-12-31
Alcalá De Henares,1336.1,230,T1A2014,1,2014,3,2014-03-31
Alcobendas,2559.9,152,T1A2014,1,2014,3,2014-03-31
Alcorcón,1575.7,237,T1A2014,1,2014,3,2014-03-31
Aranjuez,1214.0,92,T1A2014,1,2014,3,2014-03-31
Arganda Del Rey,1222.9,71,T1A2014,1,2014,3,2014-03-31
Boadilla Del Monte,1877.8,143,T1A2014,1,2014,3,2014-03-31
Collado Villalba,1365.7,97,T1A2014,1,2014,3,2014-03-31
Colmenar Viejo,1577.4,69,T1A2014,1,2014,3,2014-03-31
Coslada,1628.5,98,T1A2014,1,2014,3,2014-03-31
Fuenlabrada,1248.5,303,T1A2014,1,2014,3,2014-03-31
Galapagar,1283.3,55,T1A2014,1,2014,3,2014-03-31
Getafe,1389.1,205,T1A2014,1,2014,3,2014-03-31
Leganés,1454.2,216,T1A2014,1,2014,3,2014-03-31
Madrid,2375.6,5439,T1A2014,1,2014,3,2014-03-31
Majadahonda,2329.6,135,T1A2014,1,2014,3,2014-03-31
Móstoles,1241.6,260,T1A2014,1,2014,3,2014-03-31
Parla,958.0,213,T1A2014,1,2014,3,2014-03-31
Pinto,1507.1,84,T1A2014,1,2014,3,2014-03-31
Pozuelo De Alarcón,2501.7,153,T1A2014,1,2014,3,2014-03-31
Rivas-Vaciamadrid,1549.9,89,T1A2014,1,2014,3,2014-03-31
Las Rozas de Madrid,1997.5,233,T1A2014,1,2014,3,2014-03-31
San Fernando De Henares,1563.8,54,T1A2014,1,2014,3,2014-03-31
San Sebastián De Los Reyes,1777.6,132,T1A2014,1,2014,3,2014-03-31
Torrejón De Ardoz,1216.6,200,T1A2014,1,2014,3,2014-03-31
Tres Cantos,1828.7,79,T1A2014,1,2014,3,2014-03-31
Valdemoro,1212.1,134,T1A2014,1,2014,3,2014-03-31
Villaviciosa De Odón,1644.5,60,T1A2014,1,2014,3,2014-03-31
Alcalá De Henares,1294.0,269,T2A2014,2,2014,6,2014-06-30
Alcobendas,2480.0,167,T2A2014,2,2014,6,2014-06-30
Alcorcón,1529.8,193,T2A2014,2,2014,6,2014-06-30
Aranjuez,1228.1,112,T2A2014,2,2014,6,2014-06-30
Arganda Del Rey,1228.1,98,T2A2014,2,2014,6,2014-06-30
Boadilla Del Monte,1963.0,188,T2A2014,2,2014,6,2014-06-30
Collado Villalba,1356.7,105,T2A2014,2,2014,6,2014-06-30
Colmenar Viejo,1566.2,52,T2A2014,2,2014,6,2014-06-30
Coslada,1585.2,84,T2A2014,2,2014,6,2014-06-30
Fuenlabrada,1241.1,322,T2A2014,2,2014,6,2014-06-30
Galapagar,1286.0,73,T2A2014,2,2014,6,2014-06-30
Getafe,1357.8,241,T2A2014,2,2014,6,2014-06-30
Leganés,1431.2,262,T2A2014,2,2014,6,2014-06-30
Madrid,2385.9,5524,T2A2014,2,2014,6,2014-06-30
Majadahonda,2276.5,138,T2A2014,2,2014,6,2014-06-30
Móstoles,1216.2,303,T2A2014,2,2014,6,2014-06-30
Parla,968.4,292,T2A2014,2,2014,6,2014-06-30
Pinto,1412.2,75,T2A2014,2,2014,6,2014-06-30
Pozuelo De Alarcón,2441.4,135,T2A2014,2,2014,6,2014-06-30
Rivas-Vaciamadrid,1549.5,88,T2A2014,2,2014,6,2014-06-30
Las Rozas de Madrid,2050.0,172,T2A2014,2,2014,6,2014-06-30
San Fernando De Henares,1512.7,68,T2A2014,2,2014,6,2014-06-30
San Sebastián De Los Reyes,1753.2,125,T2A2014,2,2014,6,2014-06-30
Torrejón De Ardoz,1180.8,190,T2A2014,2,2014,6,2014-06-30
Tres Cantos,1900.3,44,T2A2014,2,2014,6,2014-06-30
Valdemoro,1181.4,134,T2A2014,2,2014,6,2014-06-30
Villaviciosa De Odón,1696.7,51,T2A2014,2,2014,6,2014-06-30
Alcalá De Henares,1237.2,265,T3A2014,3,2014,9,2014-09-30
Alcobendas,2464.3,140,T3A2014,3,2014,9,2014-09-30
Alcorcón,1459.6,161,T3A2014,3,2014,9,2014-09-30
Aranjuez,1141.3,69,T3A2014,3,2014,9,2014-09-30
Arganda Del Rey,1215.2,90,T3A2014,3,2014,9,2014-09-30
Boadilla Del Monte,1914.8,114,T3A2014,3,2014,9,2014-09-30
Collado Villalba,1265.6,101,T3A2014,3,2014,9,2014-09-30
Colmenar Viejo,1394.4,39,T3A2014,3,2014,9,2014-09-30
Coslada,1444.7,67,T3A2014,3,2014,9,2014-09-30
Fuenlabrada,1220.7,258,T3A2014,3,2014,9,2014-09-30
Galapagar,1268.1,62,T3A2014,3,2014,9,2014-09-30
Getafe,1360.9,211,T3A2014,3,2014,9,2014-09-30
Leganés,1405.7,230,T3A2014,3,2014,9,2014-09-30
Madrid,2372.0,4752,T3A2014,3,2014,9,2014-09-30
Majadahonda,2295.2,101,T3A2014,3,2014,9,2014-09-30
Móstoles,1194.0,289,T3A2014,3,2014,9,2014-09-30
Parla,927.0,257,T3A2014,3,2014,9,2014-09-30
Pinto,1438.7,72,T3A2014,3,2014,9,2014-09-30
Pozuelo De Alarcón,2374.0,134,T3A2014,3,2014,9,2014-09-30
Rivas-Vaciamadrid,1546.4,78,T3A2014,3,2014,9,2014-09-30
Las Rozas de Madrid,1932.1,174,T3A2014,3,2014,9,2014-09-30
San Fernando De Henares,1465.3,32,T3A2014,3,2014,9,2014-09-30
San Sebastián De Los Reyes,1722.5,124,T3A2014,3,2014,9,2014-09-30
Torrejón De Ardoz,1174.9,158,T3A2014,3,2014,9,2014-09-30
Tres Cantos,1863.0,42,T3A2014,3,2014,9,2014-09-30
Valdemoro,1130.7,115,T3A2014,3,2014,9,2014-09-30
Villaviciosa De Odón,1684.1,53,T3A2014,3,2014,9,2014-09-30
Alcalá De Henares,1253.1,326,T4A2014,4,2014,12,2014-12-31
Alcobendas,2477.2,189,T4A2014,4,2014,12,2014-12-31
Alcorcón,1424.1,209,T4A2014,4,2014,12,2014-12-31
Aranjuez,1148.8,102,T4A2014,4,2014,12,2014-12-31
Arganda Del Rey,1168.6,99,T4A2014,4,2014,12,2014-12-31
Boadilla Del Monte,1937.3,168,T4A2014,4,2014,12,2014-12-31
Collado Villalba,1282.1,149,T4A2014,4,2014,12,2014-12-31
Colmenar Viejo,1407.7,73,T4A2014,4,2014,12,2014-12-31
Coslada,1453.4,88,T4A2014,4,2014,12,2014-12-31
Fuenlabrada,1213.0,350,T4A2014,4,2014,12,2014-12-31
Galapagar,1235.4,70,T4A2014,4,2014,12,2014-12-31
Getafe,1416.4,270,T4A2014,4,2014,12,2014-12-31
Leganés,1400.1,256,T4A2014,4,2014,12,2014-12-31
Madrid,2395.2,6597,T4A2014,4,2014,12,2014-12-31
Majadahonda,2399.7,157,T4A2014,4,2014,12,2014-12-31
Móstoles,1173.5,321,T4A2014,4,2014,12,2014-12-31
Parla,976.4,330,T4A2014,4,2014,12,2014-12-31
Pinto,1504.6,108,T4A2014,4,2014,12,2014-12-31
Pozuelo De Alarcón,2471.6,160,T4A2014,4,2014,12,2014-12-31
Rivas-Vaciamadrid,1464.0,93,T4A2014,4,2014,12,2014-12-31
Las Rozas de Madrid,1977.9,184,T4A2014,4,2014,12,2014-12-31
San Fernando De Henares,1499.7,43,T4A2014,4,2014,12,2014-12-31
San Sebastián De Los Reyes,1787.2,141,T4A2014,4,2014,12,2014-12-31
Torrejón De Ardoz,1170.8,234,T4A2014,4,2014,12,2014-12-31
Tres Cantos,1837.0,117,T4A2014,4,2014,12,2014-12-31
Valdemoro,1182.8,189,T4A2014,4,2014,12,2014-12-31
Villaviciosa De Odón,1580.9,50,T4A2014,4,2014,12,2014-12-31
Alcalá De Henares,1246.5,254,T1A2015,1,2015,3,2015-03-31
Alcobendas,2351.9,146,T1A2015,1,2015,3,2015-03-31
Alcorcón,1522.2,369,T1A2015,1,2015,3,2015-03-31
Aranjuez,1177.3,98,T1A2015,1,2015,3,2015-03-31
Arganda Del Rey,1155.4,72,T1A2015,1,2015,3,2015-03-31
Boadilla Del Monte,2020.8,102,T1A2015,1,2015,3,2015-03-31
Collado Villalba,1322.2,102,T1A2015,1,2015,3,2015-03-31
Colmenar Viejo,1397.7,66,T1A2015,1,2015,3,2015-03-31
Coslada,1485.0,101,T1A2015,1,2015,3,2015-03-31
Fuenlabrada,1202.9,312,T1A2015,1,2015,3,2015-03-31
Galapagar,1206.0,89,T1A2015,1,2015,3,2015-03-31
Getafe,1345.5,262,T1A2015,1,2015,3,2015-03-31
Leganés,1434.7,256,T1A2015,1,2015,3,2015-03-31
Madrid,2411.0,5729,T1A2015,1,2015,3,2015-03-31
Majadahonda,2331.1,108,T1A2015,1,2015,3,2015-03-31
Móstoles,1167.2,269,T1A2015,1,2015,3,2015-03-31
Parla,954.7,263,T1A2015,1,2015,3,2015-03-31
Pinto,1391.6,99,T1A2015,1,2015,3,2015-03-31
Pozuelo De Alarcón,2489.2,156,T1A2015,1,2015,3,2015-03-31
Rivas-Vaciamadrid,1500.5,104,T1A2015,1,2015,3,2015-03-31
Las Rozas de Madrid,1945.9,185,T1A2015,1,2015,3,2015-03-31
San Fernando De Henares,1476.8,49,T1A2015,1,2015,3,2015-03-31
San Sebastián De Los Reyes,1733.7,142,T1A2015,1,2015,3,2015-03-31
Torrejón De Ardoz,1186.9,219,T1A2015,1,2015,3,2015-03-31
Tres Cantos,1778.7,60,T1A2015,1,2015,3,2015-03-31
Valdemoro,1158.8,136,T1A2015,1,2015,3,2015-03-31
Villaviciosa De Odón,1523.5,60,T1A2015,1,2015,3,2015-03-31
Alcalá De Henares,1298.8,275,T2A2015,2,2015,6,2015-06-30
Alcobendas,2437.3,190,T2A2015,2,2015,6,2015-06-30
Alcorcón,1449.3,237,T2A2015,2,2015,6,2015-06-30
Aranjuez,1081.8,82,T2A2015,2,2015,6,2015-06-30
Arganda Del Rey,1175.3,92,T2A2015,2,2015,6,2015-06-30
Boadilla Del Monte,1999.0,208,T2A2015,2,2015,6,2015-06-30
Collado Villalba,1256.1,145,T2A2015,2,2015,6,2015-06-30
Colmenar Viejo,1488.5,87,T2A2015,2,2015,6,2015-06-30
Coslada,1441.9,106,T2A2015,2,2015,6,2015-06-30
Fuenlabrada,1193.5,303,T2A2015,2,2015,6,2015-06-30
Galapagar,1276.8,100,T2A2015,2,2015,6,2015-06-30
Getafe,1378.6,242,T2A2015,2,2015,6,2015-06-30
Leganés,1421.1,280,T2A2015,2,2015,6,2015-06-30
Madrid,2492.4,6619,T2A2015,2,2015,6,2015-06-30
Majadahonda,2415.0,173,T2A2015,2,2015,6,2015-06-30
Móstoles,1175.7,320,T2A2015,2,2015,6,2015-06-30
Parla,976.5,275,T2A2015,2,2015,6,2015-06-30
Pinto,1289.0,86,T2A2015,2,2015,6,2015-06-30
Pozuelo De Alarcón,2423.2,197,T2A2015,2,2015,6,2015-06-30
Rivas-Vaciamadrid,1538.5,114,T2A2015,2,2015,6,2015-06-30
Las Rozas de Madrid,1993.1,264,T2A2015,2,2015,6,2015-06-30
San Fernando De Henares,1438.0,58,T2A2015,2,2015,6,2015-06-30
San Sebastián De Los Reyes,1772.8,171,T2A2015,2,2015,6,2015-06-30
Torrejón De Ardoz,1195.6,311,T2A2015,2,2015,6,2015-06-30
Tres Cantos,1932.5,62,T2A2015,2,2015,6,2015-06-30
Valdemoro,1194.4,137,T2A2015,2,2015,6,2015-06-30
Villaviciosa De Odón,1638.2,63,T2A2015,2,2015,6,2015-06-30
Alcalá De Henares,1262.5,260,T3A2015,3,2015,9,2015-09-30
Alcobendas,2350.0,131,T3A2015,3,2015,9,2015-09-30
Alcorcón,1470.8,194,T3A2015,3,2015,9,2015-09-30
Aranjuez,1114.6,99,T3A2015,3,2015,9,2015-09-30
Arganda Del Rey,1213.1,91,T3A2015,3,2015,9,2015-09-30
Boadilla Del Monte,1990.3,141,T3A2015,3,2015,9,2015-09-30
Collado Villalba,1295.5,122,T3A2015,3,2015,9,2015-09-30
Colmenar Viejo,1506.5,136,T3A2015,3,2015,9,2015-09-30
Coslada,1450.1,115,T3A2015,3,2015,9,2015-09-30
Fuenlabrada,1200.4,295,T3A2015,3,2015,9,2015-09-30
Galapagar,1319.2,71,T3A2015,3,2015,9,2015-09-30
Getafe,1402.4,221,T3A2015,3,2015,9,2015-09-30
Leganés,1407.1,226,T3A2015,3,2015,9,2015-09-30
Madrid,2466.3,5725,T3A2015,3,2015,9,2015-09-30
Majadahonda,2369.4,122,T3A2015,3,2015,9,2015-09-30
Móstoles,1167.0,340,T3A2015,3,2015,9,2015-09-30
