Municipio,Valor_Tasado,Num_Tasaciones,Periodo,Trimestre,Año,Mes,Fecha
Rivas-Vaciamadrid,2312.4,304,T2A2008,2,2008,6,2008-06-30
Las Rozas de Madrid,3158.5,345,T2A2008,2,2008,6,2008-06-30
San Fernando De Henares,2972.1,129,T2A2008,2,2008,6,2008-06-30
San Sebastián De Los Reyes,3210.7,313,T2A2008,2,2008,6,2008-06-30
Torrejón De Ardoz,2684.3,843,T2A2008,2,2008,6,2008-06-30
Tres Cantos,3547.0,147,T2A2008,2,2008,6,2008-06-30
Valdemoro,2382.3,670,T2A2008,2,2008,6,2008-06-30
Villaviciosa De Odón,2637.1,81,T2A2008,2,2008,6,2008-06-30
Alcalá De Henares,2746.8,320,T3A2008 ,3,2008,9,2008-09-30
Alcobendas,3369.2,121,T3A2008 ,3,2008,9,2008-09-30
Alcorcón,3119.7,396,T3A2008 ,3,2008,9,2008-09-30
Aranjuez,2317.5,146,T3A2008 ,3,2008,9,2008-09-30
Arganda Del Rey,2307.0,107,T3A2008 ,3,2008,9,2008-09-30
Boadilla Del Monte,2877.8,97,T3A2008 ,3,2008,9,2008-09-30
Collado Villalba,2731.0,169,T3A2008 ,3,2008,9,2008-09-30
Colmenar Viejo,2489.6,265,T3A2008 ,3,2008,9,2008-09-30
Coslada,2908.7,147,T3A2008 ,3,2008,9,2008-09-30
Fuenlabrada,2559.9,391,T3A2008 ,3,2008,9,2008-09-30
Galapagar,2312.5,90,T3A2008 ,3,2008,9,2008-09-30
Getafe,2999.4,295,T3A2008 ,3,2008,9,2008-09-30
Leganés,2771.2,305,T3A2008 ,3,2008,9,2008-09-30
Madrid,3813.2,6044,T3A2008 ,3,2008,9,2008-09-30
Majadahonda,3315.0,98,T3A2008 ,3,2008,9,2008-09-30
Móstoles,2589.9,375,T3A2008 ,3,2008,9,2008-09-30
Parla,2380.7,328,T3A2008 ,3,2008,9,2008-09-30
Pinto,2286.0,198,T3A2008 ,3,2008,9,2008-09-30
Pozuelo De Alarcón,3368.2,100,T3A2008 ,3,2008,9,2008-09-30
Rivas-Vaciamadrid,2143.8,153,T3A2008 ,3,2008,9,2008-09-30
Las Rozas de Madrid,3171.4,239,T3A2008 ,3,2008,9,2008-09-30
San Fernando De Henares,3106.8,135,T3A2008 ,3,2008,9,2008-09-30
San Sebastián De Los Reyes,3167.3,145,T3A2008 ,3,2008,9,2008-09-30
Torrejón De Ardoz,2619.0,230,T3A2008 ,3,2008,9,2008-09-30
Tres Cantos,2800.8,52,T3A2008 ,3,2008,9,2008-09-30
Valdemoro,2274.2,276,T3A2008 ,3,2008,9,2008-09-30
Villaviciosa De Odón,2478.7,37,T3A2008 ,3,2008,9,2008-09-30
Alcalá De Henares,2620.3,387,T4A2008,4,2008,12,2008-12-31
Alcobendas,2980.6,148,T4A2008,4,2008,12,2008-12-31
Alcorcón,2807.6,246,T4A2008,4,2008,12,2008-12-31
Aranjuez,2320.1,140,T4A2008,4,2008,12,2008-12-31
Arganda Del Rey,2179.5,86,T4A2008,4,2008,12,2008-12-31
Boadilla Del Monte,2950.1,215,T4A2008,4,2008,12,2008-12-31
Collado Villalba,2668.8,165,T4A2008,4,2008,12,2008-12-31
Colmenar Viejo,2403.4,107,T4A2008,4,2008,12,2008-12-31
Coslada,2729.7,93,T4A2008,4,2008,12,2008-12-31
Fuenlabrada,2387.1,467,T4A2008,4,2008,12,2008-12-31
Galapagar,2215.4,93,T4A2008,4,2008,12,2008-12-31
Getafe,2677.3,392,T4A2008,4,2008,12,2008-12-31
Leganés,2643.2,357,T4A2008,4,2008,12,2008-12-31
Madrid,3568.8,6879,T4A2008,4,2008,12,2008-12-31
Majadahonda,3267.6,128,T4A2008,4,2008,12,2008-12-31
Móstoles,2333.5,311,T4A2008,4,2008,12,2008-12-31
Parla,2170.9,217,T4A2008,4,2008,12,2008-12-31
Pinto,2233.6,99,T4A2008,4,2008,12,2008-12-31
Pozuelo De Alarcón,3264.3,122,T4A2008,4,2008,12,2008-12-31
Rivas-Vaciamadrid,2142.1,301,T4A2008,4,2008,12,2008-12-31
Las Rozas de Madrid,3146.6,267,T4A2008,4,2008,12,2008-12-31
San Fernando De Henares,2828.3,74,T4A2008,4,2008,12,2008-12-31
San Sebastián De Los Reyes,3011.6,285,T4A2008,4,2008,12,2008-12-31
Torrejón De Ardoz,2414.1,410,T4A2008,4,2008,12,2008-12-31
Tres Cantos,2832.7,43,T4A2008,4,2008,12,2008-12-31
Valdemoro,2458.1,676,T4A2008,4,2008,12,2008-12-31
Villaviciosa De Odón,2383.8,42,T4A2008,4,2008,12,2008-12-31
Alcalá De Henares,2378.9,464,T1A2009,1,2009,3,2009-03-31
Alcobendas,2865.7,219,T1A2009,1,2009,3,2009-03-31
Alcorcón,2726.2,334,T1A2009,1,2009,3,2009-03-31
Aranjuez,2164.7,276,T1A2009,1,2009,3,2009-03-31
Arganda Del Rey,2120.3,157,T1A2009,1,2009,3,2009-03-31
Boadilla Del Monte,2584.7,176,T1A2009,1,2009,3,2009-03-31
Collado Villalba,2417.3,168,T1A2009,1,2009,3,2009-03-31
Colmenar Viejo,2279.2,140,T1A2009,1,2009,3,2009-03-31
Coslada,2695.1,160,T1A2009,1,2009,3,2009-03-31
Fuenlabrada,2277.2,450,T1A2009,1,2009,3,2009-03-31
Galapagar,2150.7,97,T1A2009,1,2009,3,2009-03-31
Getafe,2458.0,395,T1A2009,1,2009,3,2009-03-31
Leganés,2528.7,440,T1A2009,1,2009,3,2009-03-31
Madrid,3531.8,9511,T1A2009,1,2009,3,2009-03-31
Majadahonda,3178.6,138,T1A2009,1,2009,3,2009-03-31
Móstoles,2276.4,587,T1A2009,1,2009,3,2009-03-31
Parla,2010.1,465,T1A2009,1,2009,3,2009-03-31
Pinto,2407.0,203,T1A2009,1,2009,3,2009-03-31
Pozuelo De Alarcón,3206.3,256,T1A2009,1,2009,3,2009-03-31
Rivas-Vaciamadrid,2124.4,235,T1A2009,1,2009,3,2009-03-31
Las Rozas de Madrid,2951.0,292,T1A2009,1,2009,3,2009-03-31
San Fernando De Henares,2518.0,115,T1A2009,1,2009,3,2009-03-31
San Sebastián De Los Reyes,2890.2,216,T1A2009,1,2009,3,2009-03-31
Torrejón De Ardoz,2295.3,523,T1A2009,1,2009,3,2009-03-31
Tres Cantos,2761.8,63,T1A2009,1,2009,3,2009-03-31
Valdemoro,2033.9,262,T1A2009,1,2009,3,2009-03-31
Villaviciosa De Odón,2380.8,69,T1A2009,1,2009,3,2009-03-31
Alcalá De Henares,2445.6,497,T2A2009,2,2009,6,2009-06-30
Alcobendas,2802.3,295,T2A2009,2,2009,6,2009-06-30
Alcorcón,2696.5,402,T2A2009,2,2009,6,2009-06-30
Aranjuez,1968.2,155,T2A2009,2,2009,6,2009-06-30
Arganda Del Rey,2005.4,173,T2A2009,2,2009,6,2009-06-30
Boadilla Del Monte,2754.9,293,T2A2009,2,2009,6,2009-06-30
Collado Villalba,2349.2,204,T2A2009,2,2009,6,2009-06-30
Colmenar Viejo,2304.4,319,T2A2009,2,2009,6,2009-06-30
Coslada,2821.3,401,T2A2009,2,2009,6,2009-06-30
Fuenlabrada,2282.1,531,T2A2009,2,2009,6,2009-06-30
Galapagar,2085.3,84,T2A2009,2,2009,6,2009-06-30
Getafe,2419.1,376,T2A2009,2,2009,6,2009-06-30
Leganés,2478.7,437,T2A2009,2,2009,6,2009-06-30
Madrid,3370.0,9401,T2A2009,2,2009,6,2009-06-30
Majadahonda,2993.2,198,T2A2009,2,2009,6,2009-06-30
Móstoles,2333.1,519,T2A2009,2,2009,6,2009-06-30
Parla,1975.1,645,T2A2009,2,2009,6,2009-06-30
Pinto,2304.9,171,T2A2009,2,2009,6,2009-06-30
Pozuelo De Alarcón,3519.0,756,T2A2009,2,2009,6,2009-06-30
Rivas-Vaciamadrid,2086.1,258,T2A2009,2,2009,6,2009-06-30
Las Rozas de Madrid,2597.0,347,T2A2009,2,2009,6,2009-06-30
San Fernando De Henares,2586.8,112,T2A2009,2,2009,6,2009-06-30
San Sebastián De Los Reyes,3076.3,325,T2A2009,2,2009,6,2009-06-30
Torrejón De Ardoz,2360.3,573,T2A2009,2,2009,6,2009-06-30
Tres Cantos,2722.4,93,T2A2009,2,2009,6,2009-06-30
Valdemoro,2177.6,465,T2A2009,2,2009,6,2009-06-30
Villaviciosa De Odón,2332.7,88,T2A2009,2,2009,6,2009-06-30
Alcalá De Henares,2411.3,327,T3A2009,3,2009,9,2009-09-30
Alcobendas,2963.2,141,T3A2009,3,2009,9,2009-09-30
Alcorcón,2620.6,302,T3A2009,3,2009,9,2009-09-30
Aranjuez,1955.0,120,T3A2009,3,2009,9,2009-09-30
Arganda Del Rey,2063.6,102,T3A2009,3,2009,9,2009-09-30
Boadilla Del Monte,2499.8,103,T3A2009,3,2009,9,2009-09-30
Collado Villalba,2361.0,153,T3A2009,3,2009,9,2009-09-30
Colmenar Viejo,2402.3,109,T3A2009,3,2009,9,2009-09-30
Coslada,2732.2,145,T3A2009,3,2009,9,2009-09-30
Fuenlabrada,2342.8,384,T3A2009,3,2009,9,2009-09-30
Galapagar,2119.6,68,T3A2009,3,2009,9,2009-09-30
Getafe,2397.6,247,T3A2009,3,2009,9,2009-09-30
Leganés,2497.0,318,T3A2009,3,2009,9,2009-09-30
Madrid,3446.2,6712,T3A2009,3,2009,9,2009-09-30
Majadahonda,2781.4,117,T3A2009,3,2009,9,2009-09-30
Móstoles,2162.9,355,T3A2009,3,2009,9,2009-09-30
Parla,1979.4,309,T3A2009,3,2009,9,2009-09-30
Pinto,2403.1,74,T3A2009,3,2009,9,2009-09-30
Pozuelo De Alarcón,3259.9,131,T3A2009,3,2009,9,2009-09-30
Rivas-Vaciamadrid,2184.7,118,T3A2009,3,2009,9,2009-09-30
Las Rozas de Madrid,2719.9,230,T3A2009,3,2009,9,2009-09-30
San Fernando De Henares,2481.9,58,T3A2009,3,2009,9,2009-09-30
San Sebastián De Los Reyes,2850.9,144,T3A2009,3,2009,9,2009-09-30
Torrejón De Ardoz,2299.1,250,T3A2009,3,2009,9,2009-09-30
Tres Cantos,2761.6,58,T3A2009,3,2009,9,2009-09-30
Valdemoro,2317.5,328,T3A2009,3,2009,9,2009-09-30
Villaviciosa De Odón,2352.5,54,T3A2009,3,2009,9,2009-09-30
Alcalá De Henares,2476.0,573,T4A2009,4,2009,12,2009-12-31
Alcobendas,2909.4,308,T4A2009,4,2009,12,2009-12-31
Alcorcón,2635.9,449,T4A2009,4,2009,12,2009-12-31
Aranjuez,1827.6,159,T4A2009,4,2009,12,2009-12-31
Arganda Del Rey,2054.7,157,T4A2009,4,2009,12,2009-12-31
Boadilla Del Monte,2579.9,281,T4A2009,4,2009,12,2009-12-31
Collado Villalba,2344.2,179,T4A2009,4,2009,12,2009-12-31
Colmenar Viejo,2409.5,183,T4A2009,4,2009,12,2009-12-31
Coslada,2607.2,214,T4A2009,4,2009,12,2009-12-31
Fuenlabrada,2260.2,530,T4A2009,4,2009,12,2009-12-31
Galapagar,2202.0,100,T4A2009,4,2009,12,2009-12-31
Getafe,2525.3,518,T4A2009,4,2009,12,2009-12-31
Leganés,2437.8,472,T4A2009,4,2009,12,2009-12-31
Madrid,3339.4,9368,T4A2009,4,2009,12,2009-12-31
Majadahonda,3154.2,206,T4A2009,4,2009,12,2009-12-31
Móstoles,2243.6,516,T4A2009,4,2009,12,2009-12-31
Parla,2029.2,404,T4A2009,4,2009,12,2009-12-31
Pinto,2075.0,182,T4A2009,4,2009,12,2009-12-31
Pozuelo De Alarcón,3018.5,153,T4A2009,4,2009,12,2009-12-31
Rivas-Vaciamadrid,2136.1,329,T4A2009,4,2009,12,2009-12-31
Las Rozas de Madrid,2664.4,377,T4A2009,4,2009,12,2009-12-31
San Fernando De Henares,2494.1,115,T4A2009,4,2009,12,2009-12-31
San Sebastián De Los Reyes,2987.4,259,T4A2009,4,2009,12,2009-12-31
Torrejón De Ardoz,2280.2,415,T4A2009,4,2009,12,2009-12-31
Tres Cantos,2597.6,86,T4A2009,4,2009,12,2009-12-31
Valdemoro,2458.1,476,T4A2009,4,2009,12,2009-12-31
Villaviciosa De Odón,2269.8,81,T4A2009,4,2009,12,2009-12-31
Alcalá De Henares,2390.0,359,T1A2010,1,2010,3,2010-03-31
Alcobendas,2901.5,248,T1A2010,1,2010,3,2010-03-31
Alcorcón,2579.9,383,T1A2010,1,2010,3,2010-03-31
Aranjuez,1808.3,138,T1A2010,1,2010,3,2010-03-31
Arganda Del Rey,1967.4,114,T1A2010,1,2010,3,2010-03-31
Boadilla Del Monte,2517.4,119,T1A2010,1,2010,3,2010-03-31
Collado Villalba,2320.3,155,T1A2010,1,2010,3,2010-03-31
Colmenar Viejo,2368.2,92,T1A2010,1,2010,3,2010-03-31
Coslada,2590.5,171,T1A2010,1,2010,3,2010-03-31
Fuenlabrada,2206.7,434,T1A2010,1,2010,3,2010-03-31
Galapagar,2172.2,117,T1A2010,1,2010,3,2010-03-31
Getafe,2372.7,332,T1A2010,1,2010,3,2010-03-31
Leganés,2501.0,412,T1A2010,1,2010,3,2010-03-31
Madrid,3296.3,7717,T1A2010,1,2010,3,2010-03-31
Majadahonda,2948.8,153,T1A2010,1,2010,3,2010-03-31
Móstoles,2192.9,499,T1A2010,1,2010,3,2010-03-31
Parla,1938.2,300,T1A2010,1,2010,3,2010-03-31
Pinto,2236.6,203,T1A2010,1,2010,3,2010-03-31
Pozuelo De Alarcón,3154.1,180,T1A2010,1,2010,3,2010-03-31
Rivas-Vaciamadrid,2092.9,186,T1A2010,1,2010,3,2010-03-31
Las Rozas de Madrid,2694.0,294,T1A2010,1,2010,3,2010-03-31
San Fernando De Henares,2436.8,96,T1A2010,1,2010,3,2010-03-31
San Sebastián De Los Reyes,2890.7,180,T1A2010,1,2010,3,2010-03-31
Torrejón De Ardoz,2226.7,293,T1A2010,1,2010,3,2010-03-31
Tres Cantos,2743.0,85,T1A2010,1,2010,3,2010-03-31
Valdemoro,2282.3,370,T1A2010,1,2010,3,2010-03-31
Villaviciosa De Odón,2383.6,45,T1A2010,1,2010,3,2010-03-31
Alcalá De Henares,2282.0,509,T2A2010 ,2,2010,6,2010-06-30
Alcobendas,2795.4,349,T2A2010 ,2,2010,6,2010-06-30
Alcorcón,2512.7,525,T2A2010 ,2,2010,6,2010-06-30
Aranjuez,1725.5,190,T2A2010 ,2,2010,6,2010-06-30
Arganda Del Rey,1882.6,135,T2A2010 ,2,2010,6,2010-06-30
Boadilla Del Monte,2511.7,171,T2A2010 ,2,2010,6,2010-06-30
Collado Villalba,2221.0,205,T2A2010 ,2,2010,6,2010-06-30
Colmenar Viejo,2283.2,198,T2A2010 ,2,2010,6,2010-06-30
Coslada,2517.7,185,T2A2010 ,2,2010,6,2010-06-30
Fuenlabrada,2131.9,635,T2A2010 ,2,2010,6,2010-06-30
Galapagar,2092.6,85,T2A2010 ,2,2010,6,2010-06-30
Getafe,2335.9,393,T2A2010 ,2,2010,6,2010-06-30
Leganés,2397.5,463,T2A2010 ,2,2010,6,2010-06-30
Madrid,3275.0,9709,T2A2010 ,2,2010,6,2010-06-30
Majadahonda,2913.5,195,T2A2010 ,2,2010,6,2010-06-30
Móstoles,2096.8,444,T2A2010 ,2,2010,6,2010-06-30
Parla,1890.0,407,T2A2010 ,2,2010,6,2010-06-30
Pinto,2132.1,205,T2A2010 ,2,2010,6,2010-06-30
Pozuelo De Alarcón,3190.3,233,T2A2010 ,2,2010,6,2010-06-30
Rivas-Vaciamadrid,2070.0,175,T2A2010 ,2,2010,6,2010-06-30
Las Rozas de Madrid,2616.6,344,T2A2010 ,2,2010,6,2010-06-30
San Fernando De Henares,2531.7,141,T2A2010 ,2,2010,6,2010-06-30
San Sebastián De Los Reyes,2798.9,203,T2A2010 ,2,2010,6,2010-06-30
Torrejón De Ardoz,2138.2,399,T2A2010 ,2,2010,6,2010-06-30
Tres Cantos,2755.1,79,T2A2010 ,2,2010,6,2010-06-30
Valdemoro,2234.9,333,T2A2010 ,2,2010,6,2010-06-30
Villaviciosa De Odón,2357.7,73,T2A2010 ,2,2010,6,2010-06-30
Alcalá De Henares,2232.0,394,T3A2010  ,3,2010,9,2010-09-30
Alcobendas,2659.7,153,T3A2010  ,3,2010,9,2010-09-30
Alcorcón,2393.7,276,T3A2010  ,3,2010,9,2010-09-30
Aranjuez,1684.4,89,T3A2010  ,3,2010,9,2010-09-30
Arganda Del Rey,1809.0,83,T3A2010  ,3,2010,9,2010-09-30
Boadilla Del Monte,2578.6,148,T3A2010  ,3,2010,9,2010-09-30
Collado Villalba,2095.9,105,T3A2010  ,3,2010,9,2010-09-30
Colmenar Viejo,2198.4,62,T3A2010  ,3,2010,9,2010-09-30
Coslada,2389.8,135,T3A2010  ,3,2010,9,2010-09-30
Fuenlabrada,2029.4,561,T3A2010  ,3,2010,9,2010-09-30
Galapagar,1991.8,94,T3A2010  ,3,2010,9,2010-09-30
Getafe,2254.5,316,T3A2010  ,3,2010,9,2010-09-30
Leganés,2322.6,294,T3A2010  ,3,2010,9,2010-09-30
Madrid,3180.5,6097,T3A2010  ,3,2010,9,2010-09-30
Majadahonda,2971.7,126,T3A2010  ,3,2010,9,2010-09-30
Móstoles,2004.7,356,T3A2010  ,3,2010,9,2010-09-30
Parla,1804.2,301,T3A2010  ,3,2010,9,2010-09-30
Pinto,2188.7,66,T3A2010  ,3,2010,9,2010-09-30
Pozuelo De Alarcón,3022.5,160,T3A2010  ,3,2010,9,2010-09-30
Rivas-Vaciamadrid,1993.6,158,T3A2010  ,3,2010,9,2010-09-30
Las Rozas de Madrid,2715.7,266,T3A2010  ,3,2010,9,2010-09-30
San Fernando De Henares,2404.5,57,T3A2010  ,3,2010,9,2010-09-30
San Sebastián De Los Reyes,2631.2,111,T3A2010  ,3,2010,9,2010-09-30
Torrejón De Ardoz,2037.7,249,T3A2010  ,3,2010,9,2010-09-30
Tres Cantos,2652.3,56,T3A2010  ,3,2010,9,2010-09-30
Valdemoro,2126.7,190,T3A2010  ,3,2010,9,2010-09-30
Villaviciosa De Odón,2334.7,44,T3A2010  ,3,2010,9,2010-09-30
Alcalá De Henares,2132.6,448,T4A2010,4,2010,12,2010-12-31
Alcobendas,2745.2,218,T4A2010,4,2010,12,2010-12-31
Alcorcón,2299.0,518,T4A2010,4,2010,12,2010-12-31
Aranjuez,1619.6,185,T4A2010,4,2010,12,2010-12-31
Arganda Del Rey,1774.2,125,T4A2010,4,2010,12,2010-12-31
Boadilla Del Monte,2462.0,166,T4A2010,4,2010,12,2010-12-31
Collado Villalba,2115.7,183,T4A2010,4,2010,12,2010-12-31
Colmenar Viejo,2099.4,101,T4A2010,4,2010,12,2010-12-31
Coslada,2271.4,171,T4A2010,4,2010,12,2010-12-31
Fuenlabrada,1956.4,466,T4A2010,4,2010,12,2010-12-31
Galapagar,1979.4,100,T4A2010,4,2010,12,2010-12-31
Getafe,2149.3,383,T4A2010,4,2010,12,2010-12-31
Leganés,2210.3,388,T4A2010,4,2010,12,2010-12-31
Madrid,3067.9,9359,T4A2010,4,2010,12,2010-12-31
Majadahonda,2868.1,186,T4A2010,4,2010,12,2010-12-31
Móstoles,1908.1,560,T4A2010,4,2010,12,2010-12-31
Parla,1724.4,357,T4A2010,4,2010,12,2010-12-31
Pinto,2071.2,199,T4A2010,4,2010,12,2010-12-31
Pozuelo De Alarcón,3083.3,254,T4A2010,4,2010,12,2010-12-31
Rivas-Vaciamadrid,1952.9,197,T4A2010,4,2010,12,2010-12-31
Las Rozas de Madrid,2592.3,259,T4A2010,4,2010,12,2010-12-31
San Fernando De Henares,2334.2,85,T4A2010,4,2010,12,2010-12-31
San Sebastián De Los Reyes,2637.4,258,T4A2010,4,2010,12,2010-12-31
Torrejón De Ardoz,1950.5,405,T4A2010,4,2010,12,2010-12-31
Tres Cantos,2495.8,121,T4A2010,4,2010,12,2010-12-31
Valdemoro,2029.2,459,T4A2010,4,2010,12,2010-12-31
Villaviciosa De Odón,2231.0,74,T4A2010,4,2010,12,2010-12-31
Alcalá De Henares,1918.4,409,T1A2011,1,2011,3,2011-03-31
Alcobendas,2720.2,161,T1A2011,1,2011,3,2011-03-31
Alcorcón,2225.5,495,T1A2011,1,2011,3,2011-03-31
Aranjuez,1573.7,140,T1A2011,1,2011,3,2011-03-31
Arganda Del Rey,1736.4,109,T1A2011,1,2011,3,2011-03-31
Boadilla Del Monte,2524.8,120,T1A2011,1,2011,3,2011-03-31
Collado Villalba,1900.2,147,T1A2011,1,2011,3,2011-03-31
Colmenar Viejo,2051.8,69,T1A2011,1,2011,3,2011-03-31
Coslada,2132.8,154,T1A2011,1,2011,3,2011-03-31
Fuenlabrada,1842.3,457,T1A2011,1,2011,3,2011-03-31
Galapagar,1879.8,94,T1A2011,1,2011,3,2011-03-31
Getafe,1991.6,343,T1A2011,1,2011,3,2011-03-31
Leganés,2097.5,329,T1A2011,1,2011,3,2011-03-31
Madrid,2921.0,7802,T1A2011,1,2011,3,2011-03-31
Majadahonda,2910.9,119,T1A2011,1,2011,3,2011-03-31
Móstoles,1826.7,514,T1A2011,1,2011,3,2011-03-31
Parla,1604.0,304,T1A2011,1,2011,3,2011-03-31
Pinto,2047.0,228,T1A2011,1,2011,3,2011-03-31
Pozuelo De Alarcón,2964.0,153,T1A2011,1,2011,3,2011-03-31
Rivas-Vaciamadrid,1871.1,173,T1A2011,1,2011,3,2011-03-31
Las Rozas de Madrid,2437.6,172,T1A2011,1,2011,3,2011-03-31
San Fernando De Henares,2138.5,71,T1A2011,1,2011,3,2011-03-31
San Sebastián De Los Reyes,2556.4,189,T1A2011,1,2011,3,2011-03-31
Torrejón De Ardoz,1907.3,353,T1A2011,1,2011,3,2011-03-31
Tres Cantos,2489.4,56,T1A2011,1,2011,3,2011-03-31
Valdemoro,1804.2,214,T1A2011,1,2011,3,2011-03-31
Villaviciosa De Odón,2295.0,79,T1A2011,1,2011,3,2011-03-31
Alcalá De Henares,1946.7,324,T2A2011,2,2011,6,2011-06-30
Alcobendas,2766.6,165,T2A2011,2,2011,6,2011-06-30
Alcorcón,2250.0,399,T2A2011,2,2011,6,2011-06-30
Aranjuez,1612.7,145,T2A2011,2,2011,6,2011-06-30
Arganda Del Rey,1750.4,123,T2A2011,2,2011,6,2011-06-30
Boadilla Del Monte,2455.2,107,T2A2011,2,2011,6,2011-06-30
Collado Villalba,1923.4,133,T2A2011,2,2011,6,2011-06-30
Colmenar Viejo,1972.3,76,T2A2011,2,2011,6,2011-06-30
Coslada,2111.9,162,T2A2011,2,2011,6,2011-06-30
Fuenlabrada,1871.9,429,T2A2011,2,2011,6,2011-06-30
Galapagar,1915.1,77,T2A2011,2,2011,6,2011-06-30
Getafe,2005.7,310,T2A2011,2,2011,6,2011-06-30
Leganés,2135.5,286,T2A2011,2,2011,6,2011-06-30
Madrid,2886.8,7170,T2A2011,2,2011,6,2011-06-30
Majadahonda,2852.9,123,T2A2011,2,2011,6,2011-06-30
Móstoles,1826.8,413,T2A2011,2,2011,6,2011-06-30
Parla,1638.4,359,T2A2011,2,2011,6,2011-06-30
Pinto,2132.5,133,T2A2011,2,2011,6,2011-06-30
Pozuelo De Alarcón,2933.9,179,T2A2011,2,2011,6,2011-06-30
Rivas-Vaciamadrid,1872.4,208,T2A2011,2,2011,6,2011-06-30
Las Rozas de Madrid,2546.3,168,T2A2011,2,2011,6,2011-06-30
San Fernando De Henares,2175.7,70,T2A2011,2,2011,6,2011-06-30
San Sebastián De Los Reyes,2582.1,254,T2A2011,2,2011,6,2011-06-30
Torrejón De Ardoz,1923.0,277,T2A2011,2,2011,6,2011-06-30
Tres Cantos,2735.6,49,T2A2011,2,2011,6,2011-06-30
Valdemoro,1775.4,198,T2A2011,2,2011,6,2011-06-30
Villaviciosa De Odón,2242.6,64,T2A2011,2,2011,6,2011-06-30
Alcalá De Henares,1870.3,347,T3A2011,3,2011,9,2011-09-30
Alcobendas,2786.9,133,T3A2011,3,2011,9,2011-09-30
Alcorcón,2144.5,253,T3A2011,3,2011,9,2011-09-30
Aranjuez,1635.0,144,T3A2011,3,2011,9,2011-09-30
Arganda Del Rey,1657.7,59,T3A2011,3,2011,9,2011-09-30
Boadilla Del Monte,2424.3,67,T3A2011,3,2011,9,2011-09-30
Collado Villalba,1853.1,132,T3A2011,3,2011,9,2011-09-30
Colmenar Viejo,2057.7,38,T3A2011,3,2011,9,2011-09-30
Coslada,2088.2,82,T3A2011,3,2011,9,2011-09-30
Fuenlabrada,1871.7,299,T3A2011,3,2011,9,2011-09-30
Galapagar,1887.9,47,T3A2011,3,2011,9,2011-09-30
Getafe,2028.2,186,T3A2011,3,2011,9,2011-09-30
Leganés,1991.5,206,T3A2011,3,2011,9,2011-09-30
Madrid,2861.8,4787,T3A2011,3,2011,9,2011-09-30
Majadahonda,2716.4,106,T3A2011,3,2011,9,2011-09-30
Móstoles,1767.5,297,T3A2011,3,2011,9,2011-09-30
Parla,1581.3,183,T3A2011,3,2011,9,2011-09-30
Pinto,2071.3,47,T3A2011,3,2011,9,2011-09-30
Pozuelo De Alarcón,2916.9,138,T3A2011,3,2011,9,2011-09-30
Rivas-Vaciamadrid,1903.6,145,T3A2011,3,2011,9,2011-09-30
Las Rozas de Madrid,2397.3,109,T3A2011,3,2011,9,2011-09-30
San Fernando De Henares,2290.2,62,T3A2011,3,2011,9,2011-09-30
San Sebastián De Los Reyes,2529.5,204,T3A2011,3,2011,9,2011-09-30
Torrejón De Ardoz,1801.8,189,T3A2011,3,2011,9,2011-09-30
Tres Cantos,2640.9,38,T3A2011,3,2011,9,2011-09-30
Valdemoro,1754.9,122,T3A2011,3,2011,9,2011-09-30
Villaviciosa De Odón,2127.0,45,T3A2011,3,2011,9,2011-09-30
Alcalá De Henares,1805.1,351,T4A2011,4,2011,12,2011-12-31
Alcobendas,2966.2,126,T4A2011,4,2011,12,2011-12-31
Alcorcón,2153.5,257,T4A2011,4,2011,12,2011-12-31
Aranjuez,1466.8,72,T4A2011,4,2011,12,2011-12-31
Arganda Del Rey,1693.4,55,T4A2011,4,2011,12,2011-12-31
Boadilla Del Monte,2319.9,82,T4A2011,4,2011,12,2011-12-31
Collado Villalba,1936.1,137,T4A2011,4,2011,12,2011-12-31
Colmenar Viejo,1952.3,68,T4A2011,4,2011,12,2011-12-31
Coslada,2014.1,87,T4A2011,4,2011,12,2011-12-31
Fuenlabrada,1813.3,328,T4A2011,4,2011,12,2011-12-31
Galapagar,1857.0,56,T4A2011,4,2011,12,2011-12-31
Getafe,1839.6,276,T4A2011,4,2011,12,2011-12-31
Leganés,2034.8,239,T4A2011,4,2011,12,2011-12-31
Madrid,2863.8,5658,T4A2011,4,2011,12,2011-12-31
Majadahonda,2795.2,91,T4A2011,4,2011,12,2011-12-31
Móstoles,1696.5,340,T4A2011,4,2011,12,2011-12-31
Parla,1491.8,240,T4A2011,4,2011,12,2011-12-31
Pinto,2009.5,106,T4A2011,4,2011,12,2011-12-31
Pozuelo De Alarcón,2814.9,138,T4A2011,4,2011,12,2011-12-31
Rivas-Vaciamadrid,1904.6,204,T4A2011,4,2011,12,2011-12-31
Las Rozas de Madrid,2401.2,146,T4A2011,4,2011,12,2011-12-31
San Fernando De Henares,2263.0,56,T4A2011,4,2011,12,2011-12-31
San Sebastián De Los Reyes,2422.4,181,T4A2011,4,2011,12,2011-12-31
Torrejón De Ardoz,1926.6,259,T4A2011,4,2011,12,2011-12-31
Tres Cantos,2573.1,43,T4A2011,4,2011,12,2011-12-31
Valdemoro,1668.4,142,T4A2011,4,2011,12,2011-12-31
Villaviciosa De Odón,2185.2,40,T4A2011,4,2011,12,2011-12-31
Alcalá De Henares,1775.1,278,T1A2012,1,2012,3,2012-03-31
