Latitude,Longitude,Price,Rooms,Bathrooms,Surface,Floor,Elevator,Air_Conditioner,Heater,Parking,Balcony,Terrace,Swimming_Pool,log_price,log_surface
40.465794,-3.6309516,270000,3,2,85,0,1,0,1,0,0,0,0,12.506177237980511,4.442651256490317
40.38455,-3.723884,160000,3,1,62,0,1,0,0,0,0,0,0,11.982929094215963,4.127134385045092
40.42582,-3.678264,1680000,4,3,222,8,1,0,1,0,0,0,0,14.334304351379442,5.402677381872279
40.41059,-3.7115035,279000,2,1,62,0,0,0,0,0,0,0,0,12.538967060803502,4.127134385045092
40.499146,-3.673384,530000,4,2,150,6,0,0,0,0,0,0,1,13.180632285528304,5.0106352940962555
40.379913,-3.7297776,135000,3,1,63,7,0,0,0,0,0,0,0,11.813030057420567,4.143134726391533
40.438198,-3.6377738,396000,3,2,103,7,1,0,0,0,0,1,0,12.889169490236618,4.634728988229636
40.47579,-3.6881366,420000,3,2,81,12,1,0,1,0,0,0,0,12.948009990259552,4.394449154672439
40.416367,-3.67146,610000,4,2,125,8,1,0,1,0,0,0,0,13.321214236149494,4.8283137373023015
40.4803,-3.7299047,1549000,5,5,360,0,1,1,0,0,0,1,1,14.253120119399005,5.886104031450156
40.429882,-3.6752455,270000,1,1,50,9,1,1,1,0,0,0,0,12.506177237980511,3.912023005428146
40.424435,-3.6165314,175000,3,1,94,8,0,0,1,0,0,1,0,12.072541252905651,4.543294782270004
40.35827,-3.5929594,215000,2,1,63,6,1,1,1,1,0,0,0,12.2783933071098,4.143134726391533
40.377277,-3.7759576,215000,3,1,95,6,1,0,0,0,0,1,0,12.2783933071098,4.553876891600541
40.467274,-3.715658,750000,5,2,225,0,0,1,1,0,0,1,0,13.527828485512494,5.41610040220442
40.422386,-3.6647325,215000,1,2,40,0,0,0,0,0,0,0,0,12.2783933071098,3.6888794541139363
40.494522,-3.6555529,780000,3,2,107,3,1,1,1,1,0,0,0,13.567049198665774,4.672828834461906
40.39838,-3.6028466,354000,3,2,120,0,1,1,1,0,0,0,1,12.777052192115912,4.787491742782046
40.43618,-3.7133043,750000,4,2,173,9,1,0,0,0,0,0,0,13.527828485512494,5.153291594497779
40.45762,-3.6990888,325000,4,1,84,0,1,1,1,0,0,0,0,12.691580461311874,4.430816798843313
40.40088,-3.6953924,165000,1,1,35,7,0,0,0,0,0,0,0,12.013700752882718,3.5553480614894135
40.40411,-3.746372,157200,3,1,77,0,0,0,0,0,0,0,0,11.965274158977243,4.343805421853684
40.394276,-3.7253187,149000,2,2,86,0,0,0,1,0,0,0,0,11.911701584927597,4.454347296253507
40.42072,-3.69558,2000000,2,3,181,7,1,1,1,0,1,0,0,14.508657738524219,5.198497031265826
40.384094,-3.7450387,124000,2,1,83,0,0,0,0,0,0,0,0,11.728036844587175,4.418840607796598
40.392044,-3.6650522,98000,1,1,23,0,0,1,1,0,0,0,0,11.49272275765271,3.1354942159291497
40.39741,-3.7618256,180000,2,1,71,6,0,0,1,0,0,0,0,12.100712129872347,4.2626798770413155
40.382812,-3.666487,86000,3,1,70,6,0,0,0,0,0,0,0,11.362102575235644,4.248495242049359
40.396202,-3.6041183,410000,4,2,122,0,1,1,1,0,0,0,1,12.92391243868049,4.804021044733257
40.41892,-3.66855,440000,2,1,93,8,1,0,1,0,1,0,0,12.994530005894443,4.532599493153256
40.437428,-3.6816113,730000,2,4,70,6,1,1,0,0,0,0,0,13.500799813124575,4.248495242049359
40.454376,-3.640595,1790000,7,5,292,0,0,0,1,0,0,1,1,14.397726177816939,5.676753802268282
40.430706,-3.6764617,2090000,4,4,249,0,1,1,1,0,0,0,0,14.552674623940995,5.517452896464707
40.402473,-3.7241316,305000,4,2,97,6,1,0,1,0,0,0,0,12.628067055589549,4.574710978503383
40.38943,-3.7342176,160000,3,1,65,9,0,1,1,0,0,1,0,11.982929094215963,4.174387269895637
40.37202,-3.695732,340000,3,2,116,6,1,0,0,1,0,0,0,12.736700896592344,4.7535901911063645
40.426907,-3.7030787,175000,1,1,25,8,1,1,1,0,0,0,0,12.072541252905651,3.2188758248682006
40.448658,-3.6312523,690000,3,2,170,3,1,0,1,1,0,1,1,13.444446876573442,5.135798437050262
40.421467,-3.6180012,235000,3,1,91,16,1,1,0,0,0,1,0,12.367340793126296,4.51085950651685
40.426437,-3.6615229,695000,3,2,144,6,1,1,1,0,0,0,0,13.45166712454693,4.969813299576001
40.438835,-3.6934972,1845000,3,4,231,7,0,1,1,0,0,0,0,14.427989835456765,5.442417710521793
40.342964,-3.702993,179900,1,1,55,8,1,1,1,1,0,0,1,12.100156419938624,4.007333185232471
40.420647,-3.6300786,248000,3,1,72,8,1,0,1,0,0,1,0,12.421184025147118,4.276666119016055
40.42629,-3.7150798,199990,2,1,41,7,0,1,1,0,0,0,0,12.206022644280132,3.713572066704308
40.37591,-3.7339437,159000,2,1,87,12,1,0,1,0,0,1,0,11.976659481202368,4.465908118654584
40.47626,-3.629761,440000,2,2,128,8,1,1,1,1,0,1,0,12.994530005894443,4.852030263919617
40.353058,-3.681198,137000,3,1,63,8,0,1,0,0,0,1,0,11.827736204810263,4.143134726391533
40.435207,-3.6472611,189500,2,1,69,8,0,1,1,0,0,1,0,12.152144303504619,4.23410650459726
40.48284,-3.6639414,645000,4,3,152,6,1,1,1,0,0,0,0,13.37700559577791,5.0238805208462765
40.38811,-3.6483405,147000,2,1,58,11,1,1,0,0,0,0,0,11.898187865760873,4.060443010546419
40.502296,-3.6908398,850000,4,3,266,0,0,1,1,0,0,0,0,13.652991628466498,5.583496308781699
40.374092,-3.726652,239000,2,2,75,6,1,1,1,0,0,0,0,12.384218830913648,4.31748811353631
40.401497,-3.6479297,185000,3,1,71,8,0,1,1,0,0,0,0,12.128111104060462,4.2626798770413155
40.438602,-3.6174386,860000,4,2,171,0,0,0,0,0,0,0,1,13.664687668229691,5.14166355650266
40.42792,-3.7074604,460000,3,1,94,9,0,0,1,0,0,0,0,13.038981768465277,4.543294782270004
40.4428,-3.69616,760000,4,3,130,9,1,0,1,1,0,1,0,13.541073712262515,4.867534450455582
40.498558,-3.6149247,535000,2,2,104,7,1,1,1,1,0,1,0,13.190022025878143,4.6443908991413725
40.49818,-3.7080076,850000,4,5,161,9,1,1,1,0,0,1,1,13.652991628466498,5.081404364984463
40.424656,-3.6672163,284000,1,1,45,6,1,1,0,0,0,0,0,12.556729517143344,3.8066624897703196
40.407375,-3.6704943,375000,2,1,90,6,1,1,1,0,0,0,0,12.834681304952548,4.499809670330265
40.344574,-3.705316,193000,7,2,118,3,0,0,1,0,0,0,0,12.170445467887022,4.770684624465665
40.368168,-3.5954154,475000,3,3,138,9,1,0,1,0,1,1,0,13.071070083016778,4.927253685157205
40.474243,-3.580646,240000,3,1,96,7,0,1,1,0,0,1,0,12.388394202324129,4.564348191467836
40.390965,-3.7392673,149000,2,1,46,6,0,0,0,0,1,0,0,11.911701584927597,3.828641396489095
40.47265,-3.58449,269000,3,1,90,7,0,0,1,0,0,1,0,12.502466658583977,4.499809670330265
40.3934,-3.6057317,340000,3,2,90,9,1,1,0,0,0,0,1,12.736700896592344,4.499809670330265
40.502026,-3.7038634,497000,3,2,100,7,1,0,0,0,0,0,0,13.116345305078767,4.605170185988092
40.382957,-3.6646144,139000,3,2,86,0,0,1,1,0,0,0,0,11.842229212112828,4.454347296253507
40.44153,-3.676524,292000,3,1,65,0,1,0,0,0,0,0,0,12.584509081250419,4.174387269895637
40.399284,-3.6513371,195000,3,1,106,6,1,1,1,0,0,1,0,12.180754837545884,4.663439094112067
40.415073,-3.7045875,599000,4,1,127,10,0,1,0,0,0,0,0,13.303016877097587,4.844187086458591
40.384216,-3.7278767,99000,1,1,50,0,0,1,0,0,0,0,0,11.502875129116727,3.912023005428146
40.398567,-3.699934,288000,4,1,91,0,1,0,1,0,0,0,0,12.570715759118084,4.51085950651685
40.37748,-3.76842,170000,3,1,66,8,1,0,0,0,0,0,0,12.043553716032399,4.189654742026425
40.442257,-3.6726732,390000,2,1,75,6,1,1,1,0,0,0,0,12.873902018105829,4.31748811353631
40.38099,-3.656628,268000,3,2,102,8,1,1,0,1,0,1,0,12.498742259492994,4.624972813284271
40.390717,-3.6660526,208000,4,2,110,8,0,1,1,0,0,1,0,12.245293358683455,4.700480365792417
40.430305,-3.6442292,180000,3,1,69,9,0,1,1,0,0,0,0,12.100712129872347,4.23410650459726
40.402584,-3.7476275,106000,1,2,50,3,0,0,0,0,0,0,0,11.571194373094205,3.912023005428146
40.441673,-3.7009404,470000,4,1,89,10,1,0,1,0,0,0,0,13.060487973686241,4.48863636973214
40.479115,-3.6663222,525000,4,3,134,9,1,0,0,0,0,1,0,13.17115354157376,4.897839799950911
40.344227,-3.6866672,117500,3,2,77,7,0,0,0,0,0,1,0,11.67419361256635,4.343805421853684
40.407845,-3.7042377,340000,3,2,62,6,0,1,0,0,0,0,0,12.736700896592344,4.127134385045092
40.42377,-3.6563833,135000,2,1,52,3,1,0,1,0,0,0,0,11.813030057420567,3.9512437185814275
40.410927,-3.7166395,170000,2,1,42,3,0,0,0,0,0,0,0,12.043553716032399,3.7376696182833684
40.4414,-3.6890302,3700000,6,6,400,5,0,1,1,0,0,1,0,15.123843377614453,5.991464547107982
40.455986,-3.7791154,1972000,3,3,350,0,0,1,1,0,1,1,0,14.494558814144717,5.857933154483459
40.44287,-3.58465,250000,2,2,75,10,1,1,1,0,0,1,0,12.429216196844383,4.31748811353631
40.40194,-3.55818,249000,2,2,73,11,1,0,1,1,0,0,0,12.425208175446844,4.290459441148391
40.474197,-3.6863096,439000,3,2,85,10,1,0,0,0,0,1,0,12.992254692057308,4.442651256490317
40.42533,-3.598911,339900,3,2,87,8,1,0,1,0,0,0,0,12.736406735684207,4.465908118654584
40.448772,-3.7044382,155000,2,1,50,6,0,0,0,0,0,0,0,11.951180395901384,3.912023005428146
40.446617,-3.5733037,399000,4,2,117,0,0,1,1,0,0,0,0,12.896716695872,4.762173934797756
40.377483,-3.7740626,150500,3,1,66,3,0,0,0,1,0,0,0,11.921718363171067,4.189654742026425
40.385216,-3.7058458,137900,2,1,58,0,0,1,0,0,0,1,0,11.834284063781393,4.060443010546419
40.46323,-3.710562,99000,1,1,35,0,0,0,0,0,0,0,0,11.502875129116727,3.5553480614894135
40.407364,-3.744281,289000,2,2,79,7,1,0,1,1,0,0,0,12.57418196709457,4.3694478524670215
40.404724,-3.7116487,200000,2,1,55,6,1,0,1,0,0,0,0,12.206072645530174,4.007333185232471
40.368572,-3.6896632,195000,3,1,90,9,1,0,1,0,0,0,0,12.180754837545884,4.499809670330265
40.394382,-3.55186,360000,3,2,92,8,1,0,0,0,0,1,1,12.793859310432293,4.5217885770490405
40.47602,-3.653784,329000,2,1,82,7,1,1,1,0,0,0,1,12.70381302974751,4.406719247264253
40.36001,-3.6964035,137000,2,1,65,12,1,1,1,0,0,0,0,11.827736204810263,4.174387269895637
40.44546,-3.7029393,230000,2,2,46,3,1,0,0,0,0,0,0,12.345834587905333,3.828641396489095
40.40029,-3.6438396,169050,3,2,71,7,0,1,1,0,0,0,0,12.037949808136032,4.2626798770413155
40.347366,-3.70625,149990,3,1,86,8,0,1,1,0,0,1,0,11.918323904189405,4.454347296253507
40.432167,-3.6448455,272000,3,1,75,7,1,1,1,0,0,1,0,12.513557345278134,4.31748811353631
40.388588,-3.7404459,155000,3,1,98,7,0,1,0,0,1,1,0,11.951180395901384,4.584967478670572
40.342373,-3.6855109,97260,3,1,65,6,1,1,1,0,0,1,0,11.485143083957777,4.174387269895637
40.489525,-3.7172766,379000,3,2,117,9,1,1,1,0,0,0,0,12.845291484064564,4.762173934797756
40.43676,-3.67013,339000,1,1,50,8,1,1,1,0,0,0,0,12.733755386362587,3.912023005428146
40.44475,-3.71364,849000,2,2,150,14,1,1,1,0,0,0,0,13.651814465293484,5.0106352940962555
40.46337,-3.69245,499000,2,2,89,21,1,1,1,0,0,0,0,13.120361374733656,4.48863636973214
40.4403,-3.71638,590000,3,1,109,7,1,0,1,0,0,0,0,13.287877815881902,4.6913478822291435
40.47283,-3.65118,280000,3,1,90,7,1,0,1,0,0,1,0,12.542544882151386,4.499809670330265
40.41826,-3.6733,1225000,5,3,183,11,1,1,1,1,0,1,0,14.018451401960965,5.209486152841421
40.40025,-3.6696005,355000,2,1,97,9,1,1,0,0,0,0,0,12.779873068457553,4.574710978503383
40.43221,-3.71233,430000,2,2,83,3,1,1,1,0,0,0,0,12.971540487669746,4.418840607796598
40.44723,-3.69686,1100000,4,2,254,11,1,0,0,0,0,0,0,13.9108207377686,5.537334267018537
40.43825,-3.6196802,236900,1,2,85,3,1,1,1,1,0,1,0,12.375393390146877,4.442651256490317
40.47512,-3.65903,240000,2,1,70,7,1,1,1,0,0,0,0,12.388394202324129,4.248495242049359
40.42446,-3.7044337,340000,1,1,51,6,1,1,1,0,1,0,0,12.736700896592344,3.9318256327243257
40.43863,-3.67236,448900,2,2,111,8,1,0,1,0,0,1,0,13.014555424770023,4.709530201312334
40.45953,-3.69969,395000,5,4,151,6,0,1,0,0,0,1,0,12.886641043883259,5.017279836814924
40.48941,-3.7168,342000,2,2,72,0,1,0,1,1,0,0,0,12.742566016044742,4.276666119016055
40.43717,-3.6706822,815000,5,3,210,6,1,1,1,0,0,1,0,13.610943392223,5.3471075307174685
40.40559,-3.55106,374995,3,3,147,14,1,0,1,0,0,1,1,12.834667971530324,4.990432586778736
40.441494,-3.7124946,780000,3,2,132,0,1,1,1,0,0,1,0,13.567049198665774,4.882801922586371
40.37948,-3.6189,192500,3,2,110,7,1,0,1,0,1,0,0,12.167851432709975,4.700480365792417
40.43171,-3.6270714,259000,4,2,141,3,1,1,1,1,1,1,0,12.464583340681674,4.948759890378168
40.43967,-3.64315,190000,1,1,68,3,0,1,1,0,0,1,0,12.154779351142624,4.219507705176107
40.38842,-3.6708,129000,2,1,64,7,1,0,1,0,0,0,0,11.76756768334381,4.1588830833596715
40.40903,-3.67109,649000,4,3,221,7,1,0,0,0,0,1,0,13.383187995686226,5.3981627015177525
40.484356,-3.7316568,865000,4,3,243,10,1,1,1,1,0,1,0,13.670484785914017,5.493061443340548
40.40343,-3.6787033,480000,4,2,110,6,1,0,1,0,0,0,0,13.081541382884074,4.700480365792417
40.43582,-3.68201,295000,0,1,35,10,1,0,1,0,0,1,0,12.594730635321957,3.5553480614894135
40.3864,-3.642117,170000,4,2,115,6,1,0,1,0,0,1,0,12.043553716032399,4.74493212836325
40.442745,-3.7124128,668700,2,2,98,6,1,1,1,1,0,0,1,13.41309080804207,4.584967478670572
40.44396,-3.58209,165000,1,1,50,7,1,1,1,0,1,0,1,12.013700752882718,3.912023005428146
40.41626,-3.66824,695000,5,2,143,10,1,1,0,1,0,1,0,13.45166712454693,4.962844630259907
40.43786,-3.66665,399000,3,1,82,6,1,1,0,0,0,0,0,12.896716695872,4.406719247264253
40.46234,-3.70659,230000,2,2,65,5,1,1,1,0,0,0,0,12.345834587905333,4.174387269895637
40.424828,-3.7017334,622000,2,1,132,8,1,1,1,0,0,0,0,13.340695371721317,4.882801922586371
40.39699,-3.6594996,129000,2,1,60,10,0,1,0,0,0,0,0,11.76756768334381,4.0943445622221
40.455032,-3.7057095,310000,2,1,72,8,1,1,1,0,0,1,0,12.644327576461329,4.276666119016055
40.4279,-3.63291,160000,3,1,55,7,0,1,0,0,0,0,0,11.982929094215963,4.007333185232471
40.42176,-3.686223,3850000,4,5,269,6,1,1,1,0,1,0,0,15.163583706263967,5.594711379601839
40.367126,-3.7440524,179000,1,1,55,6,1,1,0,1,0,0,1,12.095141084822892,4.007333185232471
40.442207,-3.6814022,317600,2,2,75,3,1,0,1,0,0,0,0,12.668548008355117,4.31748811353631
40.43253,-3.63808,140800,3,1,70,10,0,0,1,0,0,1,0,11.855095722706078,4.248495242049359
40.446423,-3.7099893,520000,3,2,106,6,1,1,1,0,1,0,0,13.16158409055761,4.663439094112067
40.42915,-3.71884,795000,5,2,193,9,1,1,1,1,0,1,0,13.58609739363647,5.262690188904886
40.43737,-3.71311,469000,4,2,102,3,0,0,1,0,0,0,0,13.058358047428417,4.624972813284271
40.42463,-3.653519,160000,2,1,56,3,0,0,0,0,0,0,0,11.982929094215963,4.02535169073515
40.41093,-3.69401,368130,3,1,76,7,0,0,0,0,1,0,0,12.816191415638704,4.330733340286331
40.41717,-3.67613,660000,2,2,117,7,1,0,1,0,0,0,0,13.399995114002609,4.762173934797756
40.430523,-3.711937,219000,1,1,37,8,0,1,1,0,0,0,0,12.296827008798639,3.6109179126442243
40.430023,-3.7182364,1100000,3,3,145,8,1,1,1,0,0,0,0,13.9108207377686,4.976733742420574
40.42501,-3.71254,450000,2,1,75,18,1,1,1,0,0,0,0,13.017002861746503,4.31748811353631
40.378273,-3.736033,209900,4,2,112,9,1,1,1,0,0,1,0,12.254386505808725,4.718498871295094
40.42335,-3.6686435,429000,3,2,75,7,1,1,1,0,0,0,0,12.969212197910155,4.31748811353631
40.425976,-3.7147284,900000,4,3,263,7,1,0,1,0,0,0,0,13.710150042306449,5.572154032177765
40.404922,-3.6795743,179000,1,1,37,3,1,0,1,0,0,1,0,12.095141084822892,3.6109179126442243
40.438118,-3.7128818,840000,4,3,172,9,1,1,1,1,0,1,0,13.641157170819497,5.147494476813453
40.474453,-3.7149663,207000,2,1,50,8,1,0,1,0,0,1,0,12.240474072247506,3.912023005428146
40.387287,-3.6618457,280000,2,2,88,9,1,1,1,0,1,1,0,12.542544882151386,4.477336814478207
40.48292,-3.7040749,579000,4,2,134,16,1,0,1,0,0,0,0,13.269057756555132,4.897839799950911
40.464516,-3.6322207,321500,3,2,90,11,1,1,1,0,0,0,0,12.68075282265981,4.499809670330265
40.43462,-3.675189,849000,2,2,83,11,1,1,1,0,0,0,0,13.651814465293484,4.418840607796598
40.446377,-3.6978416,900000,2,3,120,8,1,1,1,0,1,0,0,13.710150042306449,4.787491742782046
40.454033,-3.6947849,870000,4,3,182,11,1,0,1,1,0,0,0,13.676248490630767,5.204006687076795
40.415833,-3.7015557,3300000,3,3,250,7,1,1,1,0,0,0,0,15.009433026436708,5.521460917862246
40.42779,-3.6459882,139900,1,1,47,3,1,1,1,0,0,0,0,11.848683160653573,3.8501476017100584
40.438137,-3.6672018,569000,5,3,149,5,0,1,1,0,1,1,0,13.251635713108469,5.003946305945459
40.45566,-3.681503,440000,1,1,67,6,1,0,1,0,0,0,0,12.994530005894443,4.204692619390966
40.38297,-3.665074,219990,3,2,103,6,1,1,1,0,0,0,0,12.301337369755954,4.634728988229636
40.43554,-3.6759567,1120000,4,2,218,9,1,1,1,0,0,0,0,13.928839243271277,5.384495062789089
40.435505,-3.685367,1750000,2,2,200,11,1,1,1,1,0,1,0,14.375126345899696,5.298317366548036
40.416866,-3.71238,1050000,3,2,164,7,1,0,1,0,1,0,0,13.864300722133706,5.099866427824199
40.45784,-3.6757104,465000,3,1,105,6,1,0,1,0,0,0,0,13.049792684569493,4.653960350157523
40.449913,-3.6604493,350000,2,1,73,7,1,0,1,1,0,0,0,12.765688433465597,4.290459441148391
40.492386,-3.661461,589000,3,2,131,8,1,1,1,1,0,1,0,13.286181462633724,4.875197323201151
40.402134,-3.6793864,630000,3,2,127,12,1,0,1,0,0,0,0,13.353475098367715,4.844187086458591
40.385796,-3.6487226,133000,2,1,57,6,0,1,1,0,0,1,0,11.79810440720389,4.04305126783455
40.470467,-3.7284298,650000,4,3,165,9,1,0,1,0,0,0,1,13.38472764187182,5.10594547390058
40.38845,-3.730978,199000,2,1,75,6,0,1,1,0,0,0,0,12.201060103706629,4.31748811353631
40.39524,-3.7345,199000,3,1,70,7,0,0,1,0,0,1,0,12.201060103706629,4.248495242049359
40.38373,-3.7644153,155000,2,1,64,8,0,0,1,0,0,1,0,11.951180395901384,4.1588830833596715
40.427914,-3.707833,525000,2,2,87,6,1,1,1,0,0,0,0,13.17115354157376,4.465908118654584
40.461403,-3.6958694,449000,2,1,51,12,1,1,0,0,1,1,0,13.01477816672439,3.9318256327243257
40.383427,-3.698716,174900,2,1,68,9,0,1,1,0,0,0,0,12.071969661006694,4.219507705176107
40.449818,-3.778186,640000,3,2,118,3,1,0,0,1,0,1,0,13.369223455335854,4.770684624465665
40.42684,-3.70865,140000,2,1,35,9,0,0,1,0,0,0,0,11.84939770159144,3.5553480614894135
40.45761,-3.5861669,272000,3,2,107,6,1,0,0,0,0,0,0,12.513557345278134,4.672828834461906
40.429295,-3.6702821,575000,4,2,86,0,1,0,1,0,1,0,0,13.262125319779487,4.454347296253507
40.408028,-3.6438544,175000,3,1,75,7,0,0,1,0,0,0,0,12.072541252905651,4.31748811353631
40.3936,-3.666661,147000,2,1,65,6,0,0,1,0,1,0,0,11.898187865760873,4.174387269895637
40.378883,-3.7311394,185000,3,1,78,7,1,0,1,0,0,1,0,12.128111104060462,4.356708826689592
40.424004,-3.6994803,469000,1,1,55,7,1,1,0,0,0,0,0,13.058358047428417,4.007333185232471
40.384403,-3.6725175,139000,2,1,53,3,0,0,1,0,0,0,0,11.842229212112828,3.970291913552122
40.468483,-3.639422,440000,2,2,112,15,1,1,1,0,0,1,0,12.994530005894443,4.718498871295094
40.404495,-3.6733768,785200,3,2,138,11,1,1,1,1,0,1,0,13.573693741384442,4.927253685157205
40.43574,-3.6728234,219000,1,1,41,6,1,1,0,0,0,0,0,12.296827008798639,3.713572066704308
40.479336,-3.6483517,350000,2,2,82,7,1,1,1,0,0,1,0,12.765688433465597,4.406719247264253
40.3947,-3.6682522,117000,2,1,60,3,0,1,1,0,0,0,0,11.669929213779893,4.0943445622221
40.3448,-3.7054498,194400,3,2,191,3,0,0,1,0,0,0,0,12.177673171008475,5.25227342804663
40.39438,-3.668011,145000,2,1,60,6,0,0,1,0,1,0,0,11.884489021402711,4.0943445622221
40.44272,-3.7124376,1200000,5,3,230,20,1,0,1,0,0,1,0,13.997832114758229,5.438079308923196
40.41296,-3.70761,1000000,5,5,244,10,1,1,0,0,1,1,0,13.815510557964274,5.497168225293202
40.466915,-3.7054944,195000,1,1,38,3,1,1,0,0,0,0,0,12.180754837545884,3.6375861597263857
40.38334,-3.6120052,325000,4,2,114,10,1,1,1,0,0,1,0,12.691580461311874,4.736198448394496
40.403503,-3.6476421,210000,4,1,82,6,1,0,1,0,0,1,0,12.254862809699606,4.406719247264253
40.40194,-3.55818,295000,2,2,88,6,1,0,0,1,0,1,0,12.594730635321957,4.477336814478207
40.410988,-3.6929524,850000,3,3,133,7,1,1,1,0,1,0,0,13.652991628466498,4.890349128221754
40.456768,-3.659141,680000,3,3,160,8,1,1,1,0,0,1,0,13.42984807715229,5.075173815233827
40.40257,-3.644095,175000,3,1,74,7,0,0,0,0,1,1,0,12.072541252905651,4.30406509320417
40.39439,-3.6963382,350000,2,1,80,10,1,1,1,0,0,0,0,12.765688433465597,4.382026634673881
40.40996,-3.697211,180000,1,1,39,3,0,1,0,0,0,0,0,12.100712129872347,3.6635616461296463
40.371056,-3.609291,179000,1,1,42,7,1,1,1,0,0,0,0,12.095141084822892,3.7376696182833684
40.373512,-3.6206553,350000,3,1,109,5,1,1,1,0,0,1,0,12.765688433465597,4.6913478822291435
40.386974,-3.6537075,130000,3,1,70,9,0,0,0,0,1,0,0,11.77528972943772,4.248495242049359
40.436527,-3.7084956,590000,4,2,97,10,1,1,1,0,1,0,0,13.287877815881902,4.574710978503383
40.44543,-3.69758,795000,3,2,127,11,1,0,0,0,0,0,0,13.58609739363647,4.844187086458591
40.409878,-3.6981611,125000,1,1,25,9,0,0,0,0,0,0,0,11.736069016284437,3.2188758248682006
40.382393,-3.6456077,179000,3,1,93,3,1,1,1,0,0,1,0,12.095141084822892,4.532599493153256
40.43606,-3.68008,349000,2,1,58,7,0,1,1,0,0,0,0,12.762827201184564,4.060443010546419
40.43918,-3.6625617,449000,2,2,90,7,1,1,1,0,0,1,0,13.01477816672439,4.499809670330265
40.42887,-3.7100751,779900,3,2,179,6,1,1,0,0,0,0,0,13.566920985318589,5.187385805840755
40.441437,-3.7128053,725000,4,2,177,9,1,0,0,0,0,0,0,13.493926933836812,5.176149732573829
40.43885,-3.7108147,1700000,5,4,347,11,1,1,1,0,0,1,0,14.346138809026444,5.849324779946859
40.378017,-3.7314465,167500,3,1,72,11,1,1,0,0,0,0,0,12.028738630247258,4.276666119016055
40.451847,-3.698317,639000,3,2,95,6,1,1,1,1,0,0,0,13.367659733359671,4.553876891600541
40.423405,-3.6986701,949000,5,5,143,6,1,1,1,0,1,1,0,13.763164077592064,4.962844630259907
40.39979,-3.7213492,385000,4,2,107,7,1,1,1,0,0,1,0,12.86099861326992,4.672828834461906
40.436436,-3.7121983,435000,1,1,60,11,1,1,1,0,1,0,1,12.983101310070822,4.0943445622221
40.4547,-3.592438,415000,3,2,125,10,1,1,1,0,0,0,0,12.936033799212835,4.8283137373023015
40.430565,-3.642927,180000,2,1,60,8,0,1,0,0,0,1,0,12.100712129872347,4.0943445622221
40.42229,-3.70592,299000,3,1,90,9,0,0,1,0,0,0,0,12.608198852372823,4.499809670330265
40.42653,-3.7072594,209000,0,1,35,6,1,1,0,0,1,0,0,12.250089530946948,3.5553480614894135
40.403164,-3.6811254,560000,3,2,100,7,1,0,0,0,0,1,0,13.235692062711331,4.605170185988092
40.442005,-3.6695213,1100000,3,3,236,20,1,0,0,0,0,1,0,13.9108207377686,5.4638318050256105
40.430313,-3.700992,770000,4,2,100,7,1,1,1,0,1,1,0,13.554145793829866,4.605170185988092
40.406887,-3.6820455,715000,3,2,140,9,1,1,1,0,0,0,0,13.480037821676145,4.941642422609304
40.45817,-3.7083867,224000,2,1,62,6,1,1,1,0,0,1,0,12.319401330837177,4.127134385045092
40.474308,-3.6432061,202000,3,1,90,3,1,0,0,0,0,1,0,12.216022976383341,4.499809670330265
40.43022,-3.635752,188000,2,1,61,6,1,0,0,0,0,0,0,12.144197241812087,4.110873864173311
40.377934,-3.6726878,180000,3,1,69,3,0,0,1,0,0,0,0,12.100712129872347,4.23410650459726
40.38806,-3.7307432,185000,3,1,77,9,1,1,1,0,1,1,0,12.128111104060462,4.343805421853684
40.431137,-3.6735244,985000,3,2,117,0,1,1,1,0,0,0,0,13.800396920154226,4.762173934797756
40.388397,-3.7126365,145000,2,1,57,6,0,0,1,0,0,0,0,11.884489021402711,4.04305126783455
40.43222,-3.6449554,195000,3,1,76,9,0,0,0,0,0,1,0,12.180754837545884,4.330733340286331
40.375237,-3.7413309,150000,0,1,68,8,1,0,0,0,0,1,0,11.918390573078392,4.219507705176107
40.43558,-3.6702135,400000,2,2,69,9,1,0,1,0,0,1,0,12.89921982609012,4.23410650459726
40.467422,-3.589943,420000,2,2,107,8,1,1,1,0,0,0,0,12.948009990259552,4.672828834461906
40.338192,-3.709819,180000,3,2,94,3,1,1,0,0,0,0,0,12.100712129872347,4.543294782270004
40.43524,-3.6452951,329000,2,2,88,6,1,1,1,0,0,0,0,12.70381302974751,4.477336814478207
40.428883,-3.6682088,1170000,3,2,173,12,1,0,1,0,0,1,0,13.972514306773938,5.153291594497779
40.403973,-3.7150278,324000,2,1,64,6,1,1,1,0,0,0,0,12.688498794774466,4.1588830833596715
40.46368,-3.701759,247500,1,1,75,6,1,1,1,0,0,0,0,12.419165860990882,4.31748811353631
40.416634,-3.7011883,829000,22,0,104,9,1,1,1,0,1,0,0,13.627975434117433,4.6443908991413725
40.39594,-3.66921,90000,3,1,54,3,0,0,0,0,0,0,0,11.407564949312402,3.9889840465642745
40.45516,-3.67802,840000,4,3,171,6,1,0,0,0,0,1,0,13.641157170819497,5.14166355650266
40.4624,-3.69036,1140000,5,3,242,9,1,1,1,1,0,1,1,13.946538820370678,5.488937726156687
40.420486,-3.6671333,749000,3,3,162,10,1,0,1,0,1,1,1,13.526494262499357,5.087596335232384
